code,FacebookAI/xlm-roberta-large_max,FacebookAI/xlm-roberta-large_mean,avg
tzh_Latn,0.0097,0.0016,0.0097
pbi_Latn,0.0097,0.0039,0.0097
bfd_Latn,0.0097,0.0012,0.0097
bum_Latn,0.0194,0.0047,0.0194
klv_Latn,0.0097,0.0019,0.0097
akb_Latn,0.0097,0.0008,0.0097
qxr_Latn,0.0,0.0,0.0
sja_Latn,0.0097,0.0008,0.0097
zpm_Latn,0.0097,0.0004,0.0097
kix_Latn,0.0,0.0,0.0
nhu_Latn,0.0097,0.0004,0.0097
kyf_Latn,0.0,0.0,0.0
cnh_Latn,0.0194,0.0027,0.0194
urd_Latn,0.068,0.0175,0.068
mar_Deva,0.5825,0.2419,0.5825
bgz_Latn,0.0194,0.0082,0.0194
azb_Latn,0.5728,0.2155,0.5728
mbt_Latn,0.0097,0.0054,0.0097
bts_Latn,0.0291,0.0163,0.0291
nyu_Latn,0.0291,0.0074,0.0291
chq_Latn,0.0097,0.0008,0.0097
vie_Latn,0.5728,0.2718,0.5728
zam_Latn,0.0,0.0,0.0
por_Latn,0.7379,0.3631,0.7379
kqs_Latn,0.0097,0.0008,0.0097
kru_Deva,0.0,0.0,0.0
crs_Latn,0.0291,0.0109,0.0291
kdc_Latn,0.0485,0.0144,0.0485
tbc_Latn,0.0097,0.0023,0.0097
sgz_Latn,0.0097,0.0035,0.0097
cgc_Latn,0.0388,0.0136,0.0388
mxv_Latn,0.0,0.0,0.0
kwj_Latn,0.0097,0.0004,0.0097
kub_Latn,0.0097,0.0008,0.0097
cek_Latn,0.0,0.0,0.0
bon_Latn,0.0,0.0,0.0
yaq_Latn,0.0,0.0,0.0
tee_Latn,0.0,0.0,0.0
fra_Latn,0.7476,0.3841,0.7476
kyg_Latn,0.0,0.0,0.0
anm_Latn,0.0097,0.0008,0.0097
mfe_Latn,0.0388,0.0124,0.0388
zpl_Latn,0.0097,0.0062,0.0097
lin_Latn,0.0194,0.0097,0.0194
mck_Latn,0.0097,0.0012,0.0097
alt_Cyrl,0.068,0.0214,0.068
nmz_Latn,0.0097,0.0004,0.0097
tku_Latn,0.0097,0.0008,0.0097
xsr_Deva,0.0194,0.0008,0.0194
mbi_Latn,0.0,0.0,0.0
guc_Latn,0.0097,0.0004,0.0097
mrw_Latn,0.0097,0.0008,0.0097
ilo_Latn,0.0388,0.012,0.0388
shu_Latn,0.0097,0.0027,0.0097
xed_Latn,0.0097,0.0016,0.0097
qvc_Latn,0.0,0.0,0.0
dww_Latn,0.0097,0.0019,0.0097
crn_Latn,0.0,0.0,0.0
ldi_Latn,0.0097,0.0043,0.0097
nst_Latn,0.0097,0.0019,0.0097
tgp_Latn,0.0291,0.0183,0.0291
dgi_Latn,0.0,0.0,0.0
ncj_Latn,0.0194,0.0074,0.0194
cag_Latn,0.0097,0.0035,0.0097
hix_Latn,0.0,0.0,0.0
stn_Latn,0.0097,0.0004,0.0097
glv_Latn,0.0194,0.0082,0.0194
kaa_Cyrl,0.1553,0.059,0.1553
tca_Latn,0.0,0.0,0.0
ntr_Latn,0.0097,0.007,0.0097
yal_Latn,0.0097,0.0023,0.0097
yre_Latn,0.0,0.0,0.0
nbu_Latn,0.0,0.0,0.0
cco_Latn,0.0,0.0,0.0
tuf_Latn,0.0097,0.0035,0.0097
ksf_Latn,0.0,0.0,0.0
mos_Latn,0.0097,0.0019,0.0097
gkp_Latn,0.0097,0.0004,0.0097
adl_Latn,0.0097,0.0004,0.0097
zpq_Latn,0.0,0.0,0.0
kjs_Latn,0.0,0.0,0.0
grt_Beng,0.0,0.0,0.0
cym_Latn,0.5825,0.233,0.5825
uvh_Latn,0.0097,0.0016,0.0097
nhi_Latn,0.0097,0.0027,0.0097
gqr_Latn,0.0194,0.0023,0.0194
beo_Latn,0.0,0.0,0.0
nnp_Latn,0.0097,0.005,0.0097
pab_Latn,0.0097,0.0008,0.0097
prk_Latn,0.0097,0.0008,0.0097
qxn_Latn,0.0097,0.0047,0.0097
sld_Latn,0.0097,0.0004,0.0097
khz_Latn,0.0097,0.0058,0.0097
hub_Latn,0.0194,0.0066,0.0194
aly_Latn,0.0,0.0,0.0
aon_Latn,0.0,0.0,0.0
ewo_Latn,0.0291,0.0124,0.0291
rro_Latn,0.0194,0.0039,0.0194
jra_Latn,0.0097,0.0012,0.0097
pfe_Latn,0.0,0.0,0.0
mto_Latn,0.0,0.0,0.0
gub_Latn,0.0,0.0,0.0
pck_Latn,0.0097,0.0023,0.0097
cnt_Latn,0.0097,0.0012,0.0097
xsb_Latn,0.0194,0.0097,0.0194
gfk_Latn,0.0194,0.0027,0.0194
lhm_Latn,0.0,0.0,0.0
mbh_Latn,0.0,0.0,0.0
rmc_Latn,0.0194,0.0093,0.0194
apb_Latn,0.0,0.0,0.0
kqo_Latn,0.0,0.0,0.0
san_Deva,0.0874,0.0229,0.0874
pon_Latn,0.0097,0.0016,0.0097
caf_Latn,0.0,0.0,0.0
aer_Latn,0.0,0.0,0.0
gjn_Latn,0.0097,0.0004,0.0097
nsu_Latn,0.0194,0.0113,0.0194
kaq_Latn,0.0097,0.0023,0.0097
lew_Latn,0.0097,0.0047,0.0097
iws_Latn,0.0097,0.0008,0.0097
mor_Latn,0.0,0.0,0.0
mle_Latn,0.0,0.0,0.0
pmf_Latn,0.0,0.0,0.0
tpi_Latn,0.0097,0.0054,0.0097
cui_Latn,0.0,0.0,0.0
abt_Latn,0.0,0.0,0.0
yam_Latn,0.0,0.0,0.0
qxo_Latn,0.0,0.0,0.0
amh_Ethi,0.4854,0.1779,0.4854
nmf_Latn,0.0097,0.0019,0.0097
cok_Latn,0.0,0.0,0.0
nnq_Latn,0.0097,0.0019,0.0097
djr_Latn,0.0,0.0,0.0
bcw_Latn,0.0,0.0,0.0
szb_Latn,0.0,0.0,0.0
tir_Ethi,0.0291,0.0066,0.0291
mfy_Latn,0.0097,0.0008,0.0097
amf_Latn,0.0097,0.0012,0.0097
gam_Latn,0.0,0.0,0.0
men_Latn,0.0097,0.0031,0.0097
kgk_Latn,0.0,0.0,0.0
ach_Latn,0.0291,0.0054,0.0291
ctu_Latn,0.0,0.0,0.0
giz_Latn,0.0194,0.0089,0.0194
sbk_Latn,0.0291,0.0066,0.0291
qva_Latn,0.0097,0.005,0.0097
cbr_Latn,0.0097,0.0016,0.0097
hlt_Latn,0.0,0.0,0.0
nch_Latn,0.0097,0.0027,0.0097
yua_Latn,0.0194,0.0035,0.0194
zar_Latn,0.0,0.0,0.0
bru_Latn,0.0,0.0,0.0
aom_Latn,0.0097,0.0004,0.0097
alz_Latn,0.0194,0.0043,0.0194
khy_Latn,0.0097,0.0012,0.0097
snn_Latn,0.0,0.0,0.0
cnw_Latn,0.0194,0.0031,0.0194
mqb_Latn,0.0,0.0,0.0
bem_Latn,0.0194,0.0074,0.0194
ikk_Latn,0.0,0.0,0.0
gwi_Latn,0.0097,0.0012,0.0097
dif_Latn,0.0194,0.0082,0.0194
bus_Latn,0.0097,0.0019,0.0097
ahk_Latn,0.0,0.0,0.0
hye_Armn,0.699,0.3161,0.699
pri_Latn,0.0,0.0,0.0
qxl_Latn,0.0,0.0,0.0
soq_Latn,0.0097,0.0004,0.0097
bvd_Latn,0.0097,0.0039,0.0097
bsj_Latn,0.0097,0.0008,0.0097
tof_Latn,0.0,0.0,0.0
pwg_Latn,0.0,0.0,0.0
ame_Latn,0.0097,0.0047,0.0097
ptp_Latn,0.0097,0.0016,0.0097
khm_Khmr,0.4078,0.1083,0.4078
ksd_Latn,0.0194,0.0109,0.0194
ign_Latn,0.0,0.0,0.0
nri_Latn,0.0194,0.0039,0.0194
yan_Latn,0.0097,0.0023,0.0097
mih_Latn,0.0097,0.0008,0.0097
yby_Latn,0.0,0.0,0.0
ntp_Latn,0.0,0.0,0.0
lcm_Latn,0.0194,0.0027,0.0194
tcc_Latn,0.0194,0.0035,0.0194
mza_Latn,0.0,0.0,0.0
sus_Latn,0.0,0.0,0.0
kvj_Latn,0.0,0.0,0.0
kum_Cyrl,0.0291,0.0066,0.0291
enx_Latn,0.0097,0.0039,0.0097
pol_Latn,0.8058,0.4117,0.8058
wib_Latn,0.0,0.0,0.0
mmx_Latn,0.0097,0.0035,0.0097
quw_Latn,0.0291,0.012,0.0291
hye_Latn,0.0097,0.0019,0.0097
trc_Latn,0.0,0.0,0.0
mbj_Latn,0.0,0.0,0.0
rad_Latn,0.0097,0.0012,0.0097
bqc_Latn,0.0097,0.0027,0.0097
bbj_Latn,0.0194,0.0101,0.0194
zas_Latn,0.0097,0.0066,0.0097
njb_Latn,0.0097,0.0023,0.0097
mur_Latn,0.0097,0.0004,0.0097
obo_Latn,0.0097,0.0039,0.0097
ind_Latn,0.7767,0.3829,0.7767
ory_Orya,0.5146,0.1981,0.5146
lip_Latn,0.0097,0.0031,0.0097
mcu_Latn,0.0097,0.0004,0.0097
xav_Latn,0.0,0.0,0.0
sop_Latn,0.0,0.0,0.0
msk_Latn,0.0097,0.0004,0.0097
dig_Latn,0.0485,0.0163,0.0485
iba_Latn,0.0777,0.0303,0.0777
sur_Latn,0.0097,0.0012,0.0097
ndo_Latn,0.0194,0.0039,0.0194
kff_Telu,0.0194,0.0023,0.0194
yao_Latn,0.0097,0.0016,0.0097
cuk_Latn,0.0097,0.0004,0.0097
uig_Latn,0.0291,0.0066,0.0291
uli_Latn,0.0194,0.0082,0.0194
leu_Latn,0.0097,0.0054,0.0097
mop_Latn,0.0097,0.0035,0.0097
tue_Latn,0.0,0.0,0.0
uvl_Latn,0.0194,0.007,0.0194
uig_Arab,0.3204,0.1064,0.3204
zpu_Latn,0.0097,0.0058,0.0097
gah_Latn,0.0097,0.0008,0.0097
hra_Latn,0.0194,0.0016,0.0194
tiy_Latn,0.0194,0.005,0.0194
mcr_Latn,0.0,0.0,0.0
bak_Cyrl,0.0291,0.0043,0.0291
cly_Latn,0.0097,0.0023,0.0097
con_Latn,0.0097,0.0008,0.0097
lif_Deva,0.0,0.0,0.0
wnc_Latn,0.0097,0.0008,0.0097
cul_Latn,0.0,0.0,0.0
min_Latn,0.068,0.0225,0.068
ron_Latn,0.8835,0.4307,0.8835
adh_Latn,0.0097,0.0027,0.0097
ita_Latn,0.8058,0.4241,0.8058
cpb_Latn,0.0194,0.0054,0.0194
nbq_Latn,0.0,0.0,0.0
ksb_Latn,0.0485,0.0148,0.0485
naf_Latn,0.0,0.0,0.0
cbt_Latn,0.0,0.0,0.0
cac_Latn,0.0097,0.0016,0.0097
qup_Latn,0.0097,0.0012,0.0097
kbc_Latn,0.0,0.0,0.0
tbz_Latn,0.0,0.0,0.0
acn_Latn,0.0097,0.0012,0.0097
lac_Latn,0.0,0.0,0.0
pir_Latn,0.0,0.0,0.0
gug_Latn,0.0194,0.0093,0.0194
knf_Latn,0.0,0.0,0.0
maz_Latn,0.0097,0.0004,0.0097
jam_Latn,0.0194,0.0089,0.0194
zat_Latn,0.0097,0.0016,0.0097
tyv_Cyrl,0.0291,0.0039,0.0291
mtj_Latn,0.0194,0.0035,0.0194
msm_Latn,0.0097,0.0085,0.0097
pag_Latn,0.0388,0.0128,0.0388
gdg_Latn,0.0194,0.0035,0.0194
otn_Latn,0.0,0.0,0.0
yml_Latn,0.0194,0.0047,0.0194
kia_Latn,0.0194,0.0062,0.0194
zpt_Latn,0.0194,0.0047,0.0194
mej_Latn,0.0097,0.0078,0.0097
gai_Latn,0.0,0.0,0.0
inb_Latn,0.0097,0.0016,0.0097
wap_Latn,0.0,0.0,0.0
zia_Latn,0.0,0.0,0.0
tuc_Latn,0.0097,0.0058,0.0097
ksc_Latn,0.0194,0.012,0.0194
ded_Latn,0.0097,0.0004,0.0097
fry_Latn,0.3981,0.1736,0.3981
adi_Latn,0.0097,0.0012,0.0097
cpc_Latn,0.0194,0.0023,0.0194
mio_Latn,0.0,0.0,0.0
roo_Latn,0.0,0.0,0.0
iry_Latn,0.0291,0.0105,0.0291
bov_Latn,0.0097,0.0019,0.0097
ndi_Latn,0.0097,0.0008,0.0097
arn_Latn,0.0097,0.0016,0.0097
ces_Latn,0.8835,0.459,0.8835
tsz_Latn,0.0194,0.0047,0.0194
tpm_Latn,0.0097,0.0004,0.0097
pis_Latn,0.0194,0.0035,0.0194
old_Latn,0.0097,0.0058,0.0097
sgb_Latn,0.0097,0.0031,0.0097
cwe_Latn,0.0097,0.0031,0.0097
dwr_Latn,0.0097,0.0058,0.0097
sbl_Latn,0.0194,0.0066,0.0194
bhp_Latn,0.0097,0.0031,0.0097
emi_Latn,0.0291,0.0023,0.0291
cbu_Latn,0.0097,0.0019,0.0097
cab_Latn,0.0,0.0,0.0
sxn_Latn,0.0097,0.0058,0.0097
shp_Latn,0.0194,0.0078,0.0194
kki_Latn,0.0194,0.0066,0.0194
kng_Latn,0.0194,0.0058,0.0194
mbl_Latn,0.0,0.0,0.0
lif_Limb,0.0097,0.0008,0.0097
eve_Cyrl,0.0097,0.0008,0.0097
lhi_Latn,0.0,0.0,0.0
azz_Latn,0.0097,0.0054,0.0097
aym_Latn,0.0291,0.012,0.0291
pan_Guru,0.4272,0.1425,0.4272
adj_Latn,0.0097,0.0008,0.0097
byr_Latn,0.0,0.0,0.0
pma_Latn,0.0,0.0,0.0
att_Latn,0.0097,0.0012,0.0097
hmo_Latn,0.0097,0.0004,0.0097
spy_Latn,0.0097,0.0012,0.0097
ndj_Latn,0.0194,0.0047,0.0194
kvn_Latn,0.0,0.0,0.0
mil_Latn,0.0,0.0,0.0
otm_Latn,0.0,0.0,0.0
mcp_Latn,0.0097,0.0027,0.0097
qxh_Latn,0.0194,0.0058,0.0194
pad_Latn,0.0097,0.0004,0.0097
nma_Latn,0.0097,0.0035,0.0097
run_Latn,0.0194,0.0062,0.0194
nho_Latn,0.0194,0.0082,0.0194
efi_Latn,0.0194,0.0097,0.0194
tob_Latn,0.0,0.0,0.0
lol_Latn,0.0194,0.0101,0.0194
anv_Latn,0.0,0.0,0.0
bsn_Latn,0.0,0.0,0.0
sil_Latn,0.0097,0.0004,0.0097
nyn_Latn,0.0388,0.0105,0.0388
aoi_Latn,0.0,0.0,0.0
kkj_Latn,0.0,0.0,0.0
guk_Ethi,0.0,0.0,0.0
zav_Latn,0.0,0.0,0.0
mai_Deva,0.0097,0.0035,0.0097
kms_Latn,0.0097,0.0004,0.0097
bth_Latn,0.0388,0.0151,0.0388
gog_Latn,0.0194,0.005,0.0194
ape_Latn,0.0,0.0,0.0
bnj_Latn,0.0,0.0,0.0
srq_Latn,0.0097,0.0023,0.0097
bkd_Latn,0.0194,0.0058,0.0194
caa_Latn,0.0097,0.0023,0.0097
poi_Latn,0.0097,0.0054,0.0097
cbv_Latn,0.0,0.0,0.0
ncl_Latn,0.0097,0.0004,0.0097
ifu_Latn,0.0194,0.0078,0.0194
aeu_Latn,0.0,0.0,0.0
qve_Latn,0.0,0.0,0.0
nwb_Latn,0.0097,0.0004,0.0097
seh_Latn,0.0097,0.0074,0.0097
sah_Cyrl,0.0097,0.0004,0.0097
ntu_Latn,0.0097,0.0008,0.0097
wmw_Latn,0.0583,0.0237,0.0583
zlm_Latn,0.6602,0.2738,0.6602
arl_Latn,0.0097,0.0016,0.0097
awb_Latn,0.0097,0.0019,0.0097
bim_Latn,0.0194,0.007,0.0194
ojb_Cans,0.0097,0.0023,0.0097
luo_Latn,0.0194,0.0066,0.0194
tel_Telu,0.4757,0.165,0.4757
cpa_Latn,0.0,0.0,0.0
bzd_Latn,0.0097,0.0074,0.0097
far_Latn,0.0097,0.0043,0.0097
lom_Latn,0.0,0.0,0.0
toc_Latn,0.0,0.0,0.0
ptu_Latn,0.0194,0.0117,0.0194
zpv_Latn,0.0,0.0,0.0
sim_Latn,0.0194,0.0047,0.0194
mva_Latn,0.0097,0.0012,0.0097
war_Latn,0.0291,0.0128,0.0291
usa_Latn,0.0,0.0,0.0
hak_Latn,0.0097,0.0004,0.0097
nnw_Latn,0.0,0.0,0.0
upv_Latn,0.0,0.0,0.0
mpx_Latn,0.0097,0.0004,0.0097
mcq_Latn,0.0097,0.0004,0.0097
epo_Latn,0.8155,0.3771,0.8155
lit_Latn,0.7379,0.3196,0.7379
gde_Latn,0.0,0.0,0.0
sot_Latn,0.0097,0.0035,0.0097
kmr_Latn,0.4563,0.155,0.4563
mdy_Ethi,0.0,0.0,0.0
kir_Cyrl,0.3883,0.1336,0.3883
kne_Latn,0.0194,0.0109,0.0194
ayo_Latn,0.0,0.0,0.0
gvs_Latn,0.0,0.0,0.0
gud_Latn,0.0,0.0,0.0
pcm_Latn,0.0874,0.0493,0.0874
cme_Latn,0.0097,0.0043,0.0097
mti_Latn,0.0097,0.0023,0.0097
niq_Latn,0.0291,0.0144,0.0291
chk_Latn,0.0097,0.0016,0.0097
zaw_Latn,0.0097,0.0082,0.0097
nyo_Latn,0.0194,0.0027,0.0194
mnk_Latn,0.0,0.0,0.0
twi_Latn,0.0194,0.0101,0.0194
gya_Latn,0.0097,0.0027,0.0097
poh_Latn,0.0097,0.0058,0.0097
srp_Latn,0.7573,0.3553,0.7573
gof_Latn,0.0097,0.0008,0.0097
hin_Deva,0.6699,0.2769,0.6699
pes_Arab,0.6699,0.3033,0.6699
isd_Latn,0.0097,0.0043,0.0097
tby_Latn,0.0,0.0,0.0
ctp_Latn,0.0,0.0,0.0
omw_Latn,0.0,0.0,0.0
nde_Latn,0.0485,0.019,0.0485
aak_Latn,0.0,0.0,0.0
gnw_Latn,0.0097,0.0004,0.0097
urk_Thai,0.0097,0.0004,0.0097
mic_Latn,0.0097,0.0023,0.0097
bzj_Latn,0.0194,0.0039,0.0194
agr_Latn,0.0097,0.0004,0.0097
ade_Latn,0.0097,0.0012,0.0097
xnn_Latn,0.0291,0.0093,0.0291
nak_Latn,0.0,0.0,0.0
tuo_Latn,0.0,0.0,0.0
kpx_Latn,0.0194,0.0039,0.0194
mux_Latn,0.0,0.0,0.0
any_Latn,0.0,0.0,0.0
mfq_Latn,0.0097,0.0023,0.0097
amn_Latn,0.0097,0.0027,0.0097
hae_Latn,0.0485,0.012,0.0485
bef_Latn,0.0,0.0,0.0
msa_Latn,0.0583,0.0163,0.0583
thk_Latn,0.0,0.0,0.0
maw_Latn,0.0,0.0,0.0
knk_Latn,0.0,0.0,0.0
eri_Latn,0.0194,0.0093,0.0194
nya_Latn,0.0291,0.0101,0.0291
lmk_Latn,0.0097,0.0023,0.0097
alq_Latn,0.0097,0.0008,0.0097
mtg_Latn,0.0,0.0,0.0
mwp_Latn,0.0,0.0,0.0
sxb_Latn,0.0097,0.0023,0.0097
pww_Thai,0.0,0.0,0.0
yuj_Latn,0.0097,0.0012,0.0097
sqi_Latn,0.7961,0.3755,0.7961
bmr_Latn,0.0097,0.0004,0.0097
yss_Latn,0.0097,0.0047,0.0097
mxb_Latn,0.0,0.0,0.0
swp_Latn,0.0291,0.0089,0.0291
bib_Latn,0.0097,0.0008,0.0097
csy_Latn,0.0,0.0,0.0
yad_Latn,0.0,0.0,0.0
mib_Latn,0.0097,0.0004,0.0097
bxr_Cyrl,0.0485,0.014,0.0485
mzk_Latn,0.0097,0.0008,0.0097
tsw_Latn,0.0,0.0,0.0
chu_Cyrl,0.6505,0.3049,0.6505
nmo_Latn,0.0097,0.0012,0.0097
clu_Latn,0.0485,0.0194,0.0485
sll_Latn,0.0097,0.0019,0.0097
lob_Latn,0.0,0.0,0.0
hwc_Latn,0.2136,0.1126,0.2136
amo_Latn,0.0097,0.0027,0.0097
muy_Latn,0.0,0.0,0.0
xtm_Latn,0.0,0.0,0.0
mvn_Latn,0.0097,0.0008,0.0097
bba_Latn,0.0097,0.0039,0.0097
chd_Latn,0.0097,0.0012,0.0097
bav_Latn,0.0,0.0,0.0
mwq_Latn,0.0,0.0,0.0
dnj_Latn,0.0,0.0,0.0
wsk_Latn,0.0097,0.0016,0.0097
alp_Latn,0.0194,0.0078,0.0194
xal_Cyrl,0.0097,0.0008,0.0097
khs_Latn,0.0,0.0,0.0
ppk_Latn,0.0291,0.0128,0.0291
aji_Latn,0.0194,0.0078,0.0194
bwq_Latn,0.0097,0.0027,0.0097
knj_Latn,0.0097,0.0004,0.0097
mav_Latn,0.0,0.0,0.0
kxc_Ethi,0.0,0.0,0.0
zga_Latn,0.0097,0.0008,0.0097
mkj_Latn,0.0097,0.0093,0.0097
asm_Beng,0.1942,0.0551,0.1942
sba_Latn,0.0097,0.0023,0.0097
cao_Latn,0.0,0.0,0.0
est_Latn,0.7184,0.3297,0.7184
mpt_Latn,0.0097,0.0004,0.0097
chv_Cyrl,0.0097,0.0004,0.0097
hag_Latn,0.0097,0.0004,0.0097
dov_Latn,0.0194,0.005,0.0194
kyq_Latn,0.0,0.0,0.0
cjo_Latn,0.0,0.0,0.0
aze_Cyrl,0.0388,0.0047,0.0388
wbi_Latn,0.0097,0.0004,0.0097
xtn_Latn,0.0097,0.0027,0.0097
kzf_Latn,0.0194,0.0062,0.0194
zpz_Latn,0.0097,0.0012,0.0097
gag_Latn,0.2718,0.0936,0.2718
too_Latn,0.0,0.0,0.0
bsc_Latn,0.0097,0.0004,0.0097
zsm_Latn,0.1748,0.0637,0.1748
mox_Latn,0.0097,0.0008,0.0097
zho_Hani,0.233,0.0645,0.233
bzh_Latn,0.0097,0.0019,0.0097
jiv_Latn,0.0,0.0,0.0
tum_Latn,0.0097,0.0078,0.0097
kpz_Latn,0.0,0.0,0.0
bjv_Latn,0.0,0.0,0.0
vag_Latn,0.0097,0.0023,0.0097
ndg_Latn,0.0388,0.014,0.0388
box_Latn,0.0,0.0,0.0
mzh_Latn,0.0097,0.0012,0.0097
krc_Cyrl,0.0777,0.0249,0.0777
ngp_Latn,0.0194,0.005,0.0194
cuc_Latn,0.0,0.0,0.0
aai_Latn,0.0097,0.0016,0.0097
aca_Latn,0.0,0.0,0.0
wos_Latn,0.0,0.0,0.0
fuq_Latn,0.0,0.0,0.0
nca_Latn,0.0097,0.0031,0.0097
pls_Latn,0.0097,0.005,0.0097
kqe_Latn,0.0194,0.0101,0.0194
bki_Latn,0.0,0.0,0.0
qvh_Latn,0.0194,0.0027,0.0194
ozm_Latn,0.0,0.0,0.0
nph_Latn,0.0097,0.0016,0.0097
fij_Latn,0.0097,0.0004,0.0097
jbu_Latn,0.0097,0.0019,0.0097
ewe_Latn,0.0097,0.0016,0.0097
tnp_Latn,0.0,0.0,0.0
udu_Latn,0.0,0.0,0.0
guh_Latn,0.0,0.0,0.0
mau_Latn,0.0,0.0,0.0
mbb_Latn,0.0097,0.0004,0.0097
amm_Latn,0.0,0.0,0.0
kin_Latn,0.0291,0.0089,0.0291
mee_Latn,0.0097,0.0016,0.0097
ton_Latn,0.0097,0.0004,0.0097
dow_Latn,0.0097,0.0047,0.0097
rub_Latn,0.0,0.0,0.0
msb_Latn,0.0388,0.0167,0.0388
pah_Latn,0.0,0.0,0.0
esu_Latn,0.0194,0.0031,0.0194
soy_Latn,0.0,0.0,0.0
tuk_Arab,0.0,0.0,0.0
cub_Latn,0.0097,0.0004,0.0097
tgk_Cyrl,0.0097,0.0027,0.0097
mjw_Latn,0.0097,0.0019,0.0097
kek_Latn,0.0097,0.0004,0.0097
ava_Cyrl,0.0,0.0,0.0
cce_Latn,0.0097,0.0043,0.0097
zyp_Latn,0.0097,0.0008,0.0097
ter_Latn,0.0097,0.0004,0.0097
hne_Deva,0.0388,0.0113,0.0388
qvi_Latn,0.0097,0.0008,0.0097
mnf_Latn,0.0194,0.0019,0.0194
sat_Latn,0.0097,0.0004,0.0097
aey_Latn,0.0097,0.0008,0.0097
kbm_Latn,0.0,0.0,0.0
dgc_Latn,0.0388,0.0132,0.0388
ify_Latn,0.0194,0.0117,0.0194
poe_Latn,0.0097,0.0054,0.0097
enq_Latn,0.0097,0.0004,0.0097
bmq_Latn,0.0194,0.0097,0.0194
ktj_Latn,0.0,0.0,0.0
ycn_Latn,0.0,0.0,0.0
tac_Latn,0.0097,0.0004,0.0097
lam_Latn,0.0097,0.0004,0.0097
snf_Latn,0.0388,0.0035,0.0388
for_Latn,0.0,0.0,0.0
btd_Latn,0.0194,0.0066,0.0194
mbc_Latn,0.0097,0.0004,0.0097
kjh_Cyrl,0.0194,0.0047,0.0194
gui_Latn,0.0097,0.0012,0.0097
mqj_Latn,0.0291,0.0136,0.0291
xsi_Latn,0.0,0.0,0.0
rus_Cyrl,0.7864,0.414,0.7864
bbc_Latn,0.0388,0.0136,0.0388
chf_Latn,0.0097,0.007,0.0097
hui_Latn,0.0097,0.0004,0.0097
bqj_Latn,0.0097,0.0054,0.0097
jac_Latn,0.0097,0.0035,0.0097
sbd_Latn,0.0097,0.0012,0.0097
quy_Latn,0.0291,0.0113,0.0291
sas_Latn,0.0583,0.0217,0.0583
mna_Latn,0.0097,0.0008,0.0097
qvn_Latn,0.0097,0.0023,0.0097
kqc_Latn,0.0194,0.005,0.0194
plu_Latn,0.0,0.0,0.0
apn_Latn,0.0,0.0,0.0
laj_Latn,0.0291,0.0089,0.0291
isn_Latn,0.0291,0.0109,0.0291
mhx_Latn,0.0,0.0,0.0
vun_Latn,0.0194,0.0089,0.0194
rmo_Latn,0.0097,0.007,0.0097
mbd_Latn,0.0097,0.0008,0.0097
lzh_Hani,0.1748,0.0517,0.1748
kno_Latn,0.0,0.0,0.0
sna_Latn,0.0194,0.005,0.0194
mas_Latn,0.0291,0.0113,0.0291
urt_Latn,0.0,0.0,0.0
nob_Latn,0.835,0.5441,0.835
gun_Latn,0.0291,0.0039,0.0291
cmo_Latn,0.0,0.0,0.0
cha_Latn,0.0291,0.0082,0.0291
hun_Latn,0.8932,0.454,0.8932
fil_Latn,0.466,0.1872,0.466
toi_Latn,0.0291,0.0117,0.0291
log_Latn,0.0,0.0,0.0
gaa_Latn,0.0194,0.0132,0.0194
kor_Hang,0.6408,0.2633,0.6408
sig_Latn,0.0097,0.0004,0.0097
bpr_Latn,0.0291,0.0043,0.0291
nhd_Latn,0.0194,0.0117,0.0194
dop_Latn,0.0,0.0,0.0
mse_Latn,0.0291,0.0082,0.0291
kan_Knda,0.466,0.1604,0.466
prf_Latn,0.0291,0.0144,0.0291
yaa_Latn,0.0,0.0,0.0
mig_Latn,0.0097,0.0004,0.0097
abx_Latn,0.0291,0.0136,0.0291
ibo_Latn,0.0097,0.0019,0.0097
myy_Latn,0.0,0.0,0.0
hns_Latn,0.0485,0.012,0.0485
big_Latn,0.0097,0.0004,0.0097
tuk_Latn,0.0291,0.0074,0.0291
dur_Latn,0.0097,0.0004,0.0097
dru_Latn,0.0097,0.0031,0.0097
gom_Latn,0.0194,0.0043,0.0194
acf_Latn,0.0097,0.0016,0.0097
rmn_Latn,0.0291,0.0148,0.0291
mhy_Latn,0.0388,0.0221,0.0388
fuv_Latn,0.0097,0.0019,0.0097
mal_Mlym,0.4757,0.1639,0.4757
cak_Latn,0.0,0.0,0.0
ktb_Ethi,0.0097,0.0078,0.0097
plt_Latn,0.301,0.0963,0.301
npo_Latn,0.0097,0.0004,0.0097
qvo_Latn,0.0291,0.0066,0.0291
jae_Latn,0.0194,0.007,0.0194
yom_Latn,0.0097,0.0039,0.0097
bul_Cyrl,0.8447,0.4493,0.8447
etu_Latn,0.0,0.0,0.0
pua_Latn,0.0194,0.0047,0.0194
bar_Latn,0.1165,0.0454,0.1165
njm_Latn,0.0097,0.0004,0.0097
hch_Latn,0.0,0.0,0.0
guo_Latn,0.0,0.0,0.0
ppo_Latn,0.0097,0.0004,0.0097
wuv_Latn,0.0291,0.012,0.0291
urd_Deva,0.4272,0.1584,0.4272
bwu_Latn,0.0097,0.0004,0.0097
ixl_Latn,0.0,0.0,0.0
gdn_Latn,0.0,0.0,0.0
cof_Latn,0.0097,0.0004,0.0097
mps_Latn,0.0097,0.0008,0.0097
