code,Qwen/Qwen3.5-9B-Base_max,Qwen/Qwen3.5-9B-Base_mean,avg
swg_Latn,0.3786,0.1627,0.3786
dan_Latn,0.8641,0.5531,0.8641
stp_Latn,0.0097,0.0012,0.0097
hif_Latn,0.1942,0.0738,0.1942
mri_Latn,0.2621,0.0812,0.2621
kmk_Latn,0.0485,0.0165,0.0485
sme_Latn,0.0971,0.033,0.0971
shk_Latn,0.0097,0.0026,0.0097
chr_Latn,0.0,0.0,0.0
mtp_Latn,0.0097,0.0006,0.0097
nhw_Latn,0.0388,0.0118,0.0388
bch_Latn,0.0194,0.0074,0.0194
zpo_Latn,0.0291,0.0094,0.0291
kiz_Latn,0.0388,0.0138,0.0388
ann_Latn,0.0291,0.0068,0.0291
meq_Latn,0.0097,0.0029,0.0097
som_Latn,0.233,0.0791,0.233
ckt_Cyrl,0.0194,0.0018,0.0194
tzj_Latn,0.0194,0.0076,0.0194
cot_Latn,0.0097,0.0003,0.0097
beq_Latn,0.0388,0.0135,0.0388
ikw_Latn,0.0485,0.0147,0.0485
xrb_Latn,0.0194,0.0032,0.0194
bom_Latn,0.0291,0.0071,0.0291
kua_Latn,0.0388,0.0174,0.0388
blz_Latn,0.0291,0.0118,0.0291
mit_Latn,0.0291,0.0129,0.0291
mjc_Latn,0.0194,0.0074,0.0194
gkn_Latn,0.0291,0.0059,0.0291
leh_Latn,0.0291,0.0097,0.0291
cso_Latn,0.0194,0.0035,0.0194
crm_Cans,0.0097,0.0003,0.0097
rim_Latn,0.0291,0.0112,0.0291
jic_Latn,0.0194,0.0044,0.0194
spa_Latn,0.835,0.5457,0.835
var_Latn,0.0097,0.0009,0.0097
mxt_Latn,0.0291,0.0115,0.0291
hig_Latn,0.0194,0.0044,0.0194
stq_Latn,0.2233,0.0897,0.2233
acu_Latn,0.0291,0.0088,0.0291
cth_Latn,0.0291,0.01,0.0291
tav_Latn,0.0194,0.005,0.0194
kao_Latn,0.0291,0.0082,0.0291
crq_Latn,0.0194,0.0056,0.0194
tgo_Latn,0.0291,0.0097,0.0291
yrk_Cyrl,0.0388,0.0127,0.0388
plg_Latn,0.0194,0.0026,0.0194
ncu_Latn,0.0,0.0,0.0
cax_Latn,0.0291,0.0106,0.0291
zao_Latn,0.0388,0.0129,0.0388
nii_Latn,0.0194,0.0029,0.0194
shj_Latn,0.0194,0.0032,0.0194
jav_Latn,0.3107,0.1268,0.3107
maa_Latn,0.0194,0.0115,0.0194
nlg_Latn,0.0291,0.0121,0.0291
dks_Latn,0.0194,0.0053,0.0194
nop_Latn,0.0194,0.0029,0.0194
aii_Syrc,0.0194,0.0059,0.0194
nno_Latn,0.6019,0.3383,0.6019
jvn_Latn,0.301,0.1159,0.301
dob_Latn,0.0097,0.0009,0.0097
waj_Latn,0.0097,0.0012,0.0097
bci_Latn,0.0291,0.0112,0.0291
imo_Latn,0.0097,0.0032,0.0097
biu_Latn,0.0291,0.0082,0.0291
pmx_Latn,0.0194,0.0059,0.0194
prs_Arab,0.7767,0.4022,0.7767
ssw_Latn,0.1942,0.0694,0.1942
agd_Latn,0.0097,0.0003,0.0097
myk_Latn,0.0097,0.0006,0.0097
nds_Latn,0.0971,0.0444,0.0971
sun_Latn,0.2136,0.0865,0.2136
ach_Latn,0.0291,0.0094,0.0291
ctu_Latn,0.0194,0.0041,0.0194
kgk_Latn,0.0194,0.0121,0.0194
cbr_Latn,0.0194,0.0059,0.0194
hlt_Latn,0.0194,0.0032,0.0194
yua_Latn,0.0291,0.0106,0.0291
nch_Latn,0.0485,0.0106,0.0485
sbk_Latn,0.0388,0.015,0.0388
giz_Latn,0.0388,0.0112,0.0388
qva_Latn,0.0971,0.0312,0.0971
aom_Latn,0.0097,0.0059,0.0097
bru_Latn,0.0194,0.0056,0.0194
khy_Latn,0.0194,0.0053,0.0194
alz_Latn,0.0291,0.0094,0.0291
zar_Latn,0.0194,0.0079,0.0194
cnw_Latn,0.0194,0.0074,0.0194
mqb_Latn,0.0291,0.0071,0.0291
snn_Latn,0.0194,0.0021,0.0194
ahk_Latn,0.0,0.0,0.0
bus_Latn,0.0097,0.0009,0.0097
qxl_Latn,0.0194,0.0082,0.0194
soq_Latn,0.0097,0.0041,0.0097
bvd_Latn,0.0097,0.0018,0.0097
hye_Armn,0.6796,0.3457,0.6796
pri_Latn,0.0291,0.0112,0.0291
gwi_Latn,0.0097,0.0062,0.0097
bem_Latn,0.0777,0.0268,0.0777
ikk_Latn,0.0583,0.0182,0.0583
dif_Latn,0.0388,0.0132,0.0388
khm_Khmr,0.2039,0.0568,0.2039
tof_Latn,0.0097,0.0044,0.0097
pwg_Latn,0.0194,0.0059,0.0194
bsj_Latn,0.0194,0.0044,0.0194
ame_Latn,0.0194,0.0068,0.0194
ptp_Latn,0.0097,0.0021,0.0097
nri_Latn,0.0291,0.0121,0.0291
ksd_Latn,0.0291,0.0144,0.0291
ign_Latn,0.0291,0.0059,0.0291
sus_Latn,0.0291,0.0053,0.0291
mza_Latn,0.0194,0.0074,0.0194
kvj_Latn,0.0194,0.0035,0.0194
yan_Latn,0.0291,0.0094,0.0291
ntp_Latn,0.0194,0.0053,0.0194
yby_Latn,0.0097,0.0006,0.0097
lcm_Latn,0.0194,0.0059,0.0194
tcc_Latn,0.0194,0.0065,0.0194
mih_Latn,0.0194,0.0082,0.0194
mmx_Latn,0.0194,0.0076,0.0194
quw_Latn,0.068,0.0182,0.068
enx_Latn,0.0291,0.0091,0.0291
pol_Latn,0.8252,0.5184,0.8252
kum_Cyrl,0.1942,0.0762,0.1942
wib_Latn,0.0097,0.0006,0.0097
trc_Latn,0.0194,0.0035,0.0194
hye_Latn,0.0097,0.0006,0.0097
mbj_Latn,0.0097,0.0009,0.0097
bbj_Latn,0.0291,0.0118,0.0291
njb_Latn,0.0097,0.0024,0.0097
zas_Latn,0.0291,0.0106,0.0291
rad_Latn,0.0291,0.0088,0.0291
bqc_Latn,0.0194,0.0021,0.0194
ory_Orya,0.3883,0.1477,0.3883
mur_Latn,0.0194,0.0024,0.0194
obo_Latn,0.0194,0.0085,0.0194
ind_Latn,0.9612,0.6811,0.9612
msk_Latn,0.068,0.0232,0.068
dig_Latn,0.0874,0.035,0.0874
mcu_Latn,0.0194,0.0062,0.0194
lip_Latn,0.0291,0.0032,0.0291
xav_Latn,0.0,0.0,0.0
sop_Latn,0.0097,0.0026,0.0097
yao_Latn,0.0388,0.0129,0.0388
kff_Telu,0.0194,0.0024,0.0194
uig_Latn,0.165,0.0471,0.165
cuk_Latn,0.0291,0.0082,0.0291
iba_Latn,0.0777,0.0318,0.0777
sur_Latn,0.0485,0.0088,0.0485
ndo_Latn,0.0583,0.0118,0.0583
tue_Latn,0.0194,0.0053,0.0194
uli_Latn,0.0291,0.01,0.0291
mop_Latn,0.0291,0.0053,0.0291
leu_Latn,0.0291,0.0076,0.0291
guc_Latn,0.0194,0.0082,0.0194
mrw_Latn,0.0388,0.0124,0.0388
tku_Latn,0.0291,0.0074,0.0291
mbi_Latn,0.0194,0.0035,0.0194
xsr_Deva,0.0194,0.0029,0.0194
shu_Latn,0.1359,0.0438,0.1359
xed_Latn,0.0194,0.0071,0.0194
ilo_Latn,0.1845,0.0594,0.1845
ncj_Latn,0.0485,0.0174,0.0485
dgi_Latn,0.0194,0.0041,0.0194
cag_Latn,0.0291,0.0109,0.0291
crn_Latn,0.0097,0.0006,0.0097
ldi_Latn,0.0291,0.0071,0.0291
nst_Latn,0.0097,0.0053,0.0097
qvc_Latn,0.0874,0.0177,0.0874
dww_Latn,0.0097,0.0047,0.0097
tgp_Latn,0.0291,0.0135,0.0291
glv_Latn,0.0485,0.0188,0.0485
stn_Latn,0.0194,0.0059,0.0194
hix_Latn,0.0097,0.0006,0.0097
yre_Latn,0.0,0.0,0.0
tca_Latn,0.0,0.0,0.0
ntr_Latn,0.0194,0.0038,0.0194
kaa_Cyrl,0.4563,0.1653,0.4563
yal_Latn,0.0194,0.0062,0.0194
gkp_Latn,0.0,0.0,0.0
adl_Latn,0.0194,0.0047,0.0194
mos_Latn,0.0097,0.0047,0.0097
nbu_Latn,0.0194,0.0044,0.0194
tuf_Latn,0.0194,0.0118,0.0194
cco_Latn,0.0097,0.0035,0.0097
ksf_Latn,0.0,0.0,0.0
uvh_Latn,0.0097,0.0015,0.0097
gqr_Latn,0.0194,0.0032,0.0194
nhi_Latn,0.0291,0.0124,0.0291
zpq_Latn,0.0291,0.0068,0.0291
cym_Latn,0.6311,0.2904,0.6311
kjs_Latn,0.0194,0.0035,0.0194
grt_Beng,0.0291,0.0068,0.0291
qxn_Latn,0.0583,0.0215,0.0583
prk_Latn,0.0097,0.0021,0.0097
sld_Latn,0.0194,0.0012,0.0194
pab_Latn,0.0194,0.0068,0.0194
nnp_Latn,0.0097,0.0006,0.0097
beo_Latn,0.0097,0.0024,0.0097
rro_Latn,0.0291,0.0124,0.0291
jra_Latn,0.0194,0.0056,0.0194
mto_Latn,0.0097,0.0009,0.0097
pfe_Latn,0.0194,0.0047,0.0194
aly_Latn,0.0388,0.0088,0.0388
hub_Latn,0.0291,0.0091,0.0291
khz_Latn,0.0291,0.0074,0.0291
aon_Latn,0.0194,0.0044,0.0194
ewo_Latn,0.0194,0.0085,0.0194
mbh_Latn,0.0194,0.0074,0.0194
gfk_Latn,0.0291,0.0103,0.0291
lhm_Latn,0.0097,0.0012,0.0097
pck_Latn,0.0194,0.0074,0.0194
gub_Latn,0.0,0.0,0.0
xsb_Latn,0.0777,0.0241,0.0777
cnt_Latn,0.0194,0.0059,0.0194
apb_Latn,0.0194,0.0029,0.0194
rmc_Latn,0.1165,0.0385,0.1165
kaq_Latn,0.0194,0.005,0.0194
aer_Latn,0.0097,0.0012,0.0097
nsu_Latn,0.0388,0.0185,0.0388
gjn_Latn,0.0291,0.0059,0.0291
kqo_Latn,0.0097,0.0003,0.0097
san_Deva,0.1942,0.0665,0.1942
pon_Latn,0.0097,0.0012,0.0097
caf_Latn,0.0097,0.0071,0.0097
pmf_Latn,0.0194,0.0088,0.0194
iws_Latn,0.0097,0.0003,0.0097
mor_Latn,0.0097,0.0003,0.0097
lew_Latn,0.0485,0.0162,0.0485
mle_Latn,0.0097,0.0009,0.0097
cui_Latn,0.0194,0.0029,0.0194
abt_Latn,0.0097,0.0006,0.0097
yam_Latn,0.0194,0.0047,0.0194
tpi_Latn,0.2718,0.0936,0.2718
nmf_Latn,0.0194,0.0041,0.0194
djr_Latn,0.0097,0.0009,0.0097
cok_Latn,0.0097,0.0003,0.0097
nnq_Latn,0.0485,0.0129,0.0485
qxo_Latn,0.068,0.0153,0.068
amh_Ethi,0.3301,0.115,0.3301
amf_Latn,0.0194,0.0056,0.0194
mfy_Latn,0.0291,0.0112,0.0291
tir_Ethi,0.2427,0.0641,0.2427
men_Latn,0.0097,0.0003,0.0097
gam_Latn,0.0097,0.0026,0.0097
bcw_Latn,0.0,0.0,0.0
szb_Latn,0.0194,0.0047,0.0194
spy_Latn,0.0,0.0,0.0
pma_Latn,0.0097,0.0012,0.0097
hmo_Latn,0.0485,0.015,0.0485
att_Latn,0.0194,0.0088,0.0194
pan_Guru,0.4466,0.1812,0.4466
byr_Latn,0.0194,0.0029,0.0194
adj_Latn,0.0194,0.0021,0.0194
mil_Latn,0.0097,0.0038,0.0097
kvn_Latn,0.0291,0.0121,0.0291
ndj_Latn,0.0388,0.0121,0.0388
pad_Latn,0.0194,0.0026,0.0194
nma_Latn,0.0194,0.0024,0.0194
run_Latn,0.1942,0.0797,0.1942
otm_Latn,0.0194,0.0056,0.0194
mcp_Latn,0.0194,0.0035,0.0194
qxh_Latn,0.0388,0.0141,0.0388
bsn_Latn,0.0194,0.005,0.0194
tob_Latn,0.0194,0.0026,0.0194
lol_Latn,0.0097,0.0018,0.0097
anv_Latn,0.0194,0.0047,0.0194
sil_Latn,0.0194,0.0065,0.0194
nho_Latn,0.0583,0.0197,0.0583
efi_Latn,0.0291,0.0097,0.0291
guk_Ethi,0.0097,0.0018,0.0097
zav_Latn,0.0194,0.0047,0.0194
kkj_Latn,0.0194,0.0032,0.0194
nyn_Latn,0.0777,0.0271,0.0777
aoi_Latn,0.0,0.0,0.0
bth_Latn,0.068,0.0262,0.068
kms_Latn,0.0194,0.0053,0.0194
mai_Deva,0.2427,0.0868,0.2427
ape_Latn,0.0194,0.0047,0.0194
bnj_Latn,0.0194,0.0041,0.0194
gog_Latn,0.0485,0.0141,0.0485
qve_Latn,0.1456,0.0503,0.1456
aeu_Latn,0.0097,0.0009,0.0097
caa_Latn,0.0291,0.0091,0.0291
poi_Latn,0.0194,0.0079,0.0194
srq_Latn,0.0194,0.0076,0.0194
bkd_Latn,0.0485,0.0147,0.0485
ifu_Latn,0.0388,0.0127,0.0388
cbv_Latn,0.0194,0.0032,0.0194
ncl_Latn,0.0291,0.0062,0.0291
wmw_Latn,0.0583,0.0218,0.0583
zlm_Latn,0.932,0.6031,0.932
arl_Latn,0.0194,0.0024,0.0194
seh_Latn,0.0874,0.0356,0.0874
nwb_Latn,0.0097,0.0006,0.0097
ntu_Latn,0.0097,0.0012,0.0097
sah_Cyrl,0.1942,0.0656,0.1942
bzd_Latn,0.0388,0.0124,0.0388
tel_Telu,0.1068,0.0409,0.1068
cpa_Latn,0.0194,0.0088,0.0194
far_Latn,0.0291,0.0074,0.0291
awb_Latn,0.0097,0.0018,0.0097
luo_Latn,0.0291,0.0115,0.0291
bim_Latn,0.0194,0.0097,0.0194
ojb_Cans,0.0,0.0,0.0
mva_Latn,0.0291,0.0094,0.0291
war_Latn,0.1942,0.0715,0.1942
lom_Latn,0.0097,0.0012,0.0097
toc_Latn,0.0097,0.0015,0.0097
sim_Latn,0.0194,0.0018,0.0194
zpv_Latn,0.0194,0.0071,0.0194
ptu_Latn,0.0291,0.0129,0.0291
lit_Latn,0.7961,0.4428,0.7961
epo_Latn,0.7961,0.4401,0.7961
mcq_Latn,0.0,0.0,0.0
sot_Latn,0.2621,0.1109,0.2621
gde_Latn,0.0194,0.0035,0.0194
hak_Latn,0.0194,0.0021,0.0194
nnw_Latn,0.0097,0.0018,0.0097
usa_Latn,0.0097,0.0006,0.0097
upv_Latn,0.0194,0.0035,0.0194
mpx_Latn,0.0097,0.0012,0.0097
ayo_Latn,0.0291,0.0056,0.0291
gvs_Latn,0.0097,0.0044,0.0097
pcm_Latn,0.2816,0.1271,0.2816
gud_Latn,0.0097,0.0006,0.0097
cme_Latn,0.0194,0.0041,0.0194
kmr_Latn,0.5922,0.2424,0.5922
kir_Cyrl,0.3689,0.1318,0.3689
kne_Latn,0.068,0.0238,0.068
mdy_Ethi,0.0097,0.0021,0.0097
nyo_Latn,0.1262,0.0341,0.1262
niq_Latn,0.0291,0.0124,0.0291
chk_Latn,0.0291,0.0094,0.0291
mti_Latn,0.0097,0.0024,0.0097
zaw_Latn,0.0291,0.0112,0.0291
srp_Latn,0.7864,0.4822,0.7864
twi_Latn,0.068,0.0238,0.068
poh_Latn,0.0291,0.0091,0.0291
gya_Latn,0.0194,0.0062,0.0194
mnk_Latn,0.0291,0.0071,0.0291
isd_Latn,0.0485,0.0179,0.0485
pes_Arab,0.7767,0.4019,0.7767
gof_Latn,0.0097,0.0041,0.0097
hin_Deva,0.534,0.2159,0.534
ctp_Latn,0.0194,0.0056,0.0194
tby_Latn,0.0194,0.0076,0.0194
zpu_Latn,0.0485,0.0144,0.0485
gah_Latn,0.0194,0.0015,0.0194
uvl_Latn,0.0194,0.0038,0.0194
uig_Arab,0.4369,0.1598,0.4369
cly_Latn,0.0291,0.0074,0.0291
bak_Cyrl,0.534,0.1842,0.534
con_Latn,0.0291,0.0094,0.0291
lif_Deva,0.0097,0.0009,0.0097
hra_Latn,0.0291,0.0118,0.0291
mcr_Latn,0.0097,0.0018,0.0097
tiy_Latn,0.0291,0.0103,0.0291
min_Latn,0.1553,0.0588,0.1553
cul_Latn,0.0097,0.0012,0.0097
ron_Latn,0.9029,0.5808,0.9029
wnc_Latn,0.0097,0.0006,0.0097
nbq_Latn,0.0194,0.005,0.0194
naf_Latn,0.0,0.0,0.0
ksb_Latn,0.0388,0.0141,0.0388
adh_Latn,0.0291,0.0085,0.0291
cpb_Latn,0.0388,0.0106,0.0388
ita_Latn,0.9223,0.6625,0.9223
qup_Latn,0.068,0.015,0.068
kbc_Latn,0.0194,0.0053,0.0194
cbt_Latn,0.0097,0.0026,0.0097
cac_Latn,0.0291,0.0112,0.0291
pir_Latn,0.0194,0.0035,0.0194
tbz_Latn,0.0,0.0,0.0
acn_Latn,0.0291,0.005,0.0291
lac_Latn,0.0291,0.0094,0.0291
knf_Latn,0.0097,0.0044,0.0097
maz_Latn,0.0194,0.0062,0.0194
gug_Latn,0.0777,0.0221,0.0777
zat_Latn,0.0194,0.0079,0.0194
mtj_Latn,0.0291,0.0109,0.0291
tyv_Cyrl,0.2039,0.045,0.2039
jam_Latn,0.2039,0.0759,0.2039
gdg_Latn,0.0291,0.0144,0.0291
otn_Latn,0.0291,0.0047,0.0291
pag_Latn,0.0874,0.03,0.0874
msm_Latn,0.0388,0.0135,0.0388
wap_Latn,0.0097,0.0018,0.0097
inb_Latn,0.0388,0.0118,0.0388
kia_Latn,0.0388,0.0079,0.0388
zpt_Latn,0.0194,0.0091,0.0194
yml_Latn,0.0097,0.0032,0.0097
gai_Latn,0.0194,0.0038,0.0194
mej_Latn,0.0291,0.0115,0.0291
adi_Latn,0.0194,0.0047,0.0194
cpc_Latn,0.0291,0.0109,0.0291
tuc_Latn,0.0291,0.0112,0.0291
zia_Latn,0.0291,0.0056,0.0291
ksc_Latn,0.0485,0.0182,0.0485
ded_Latn,0.0194,0.0024,0.0194
fry_Latn,0.3883,0.1789,0.3883
ndi_Latn,0.0291,0.0035,0.0291
arn_Latn,0.0291,0.01,0.0291
tsz_Latn,0.0291,0.0082,0.0291
ces_Latn,0.8738,0.5696,0.8738
bov_Latn,0.0194,0.0062,0.0194
tpm_Latn,0.0194,0.0035,0.0194
mio_Latn,0.0291,0.0062,0.0291
iry_Latn,0.0388,0.0121,0.0388
roo_Latn,0.0097,0.0006,0.0097
sgb_Latn,0.0777,0.0238,0.0777
cwe_Latn,0.0777,0.0256,0.0777
old_Latn,0.0291,0.0109,0.0291
pis_Latn,0.1359,0.0553,0.1359
emi_Latn,0.0291,0.0082,0.0291
cbu_Latn,0.0194,0.0044,0.0194
bhp_Latn,0.0388,0.0124,0.0388
cab_Latn,0.0388,0.0094,0.0388
dwr_Latn,0.0194,0.0024,0.0194
sbl_Latn,0.0583,0.0188,0.0583
shp_Latn,0.0291,0.0106,0.0291
kki_Latn,0.0388,0.0091,0.0388
sxn_Latn,0.0194,0.0065,0.0194
azz_Latn,0.0291,0.0094,0.0291
aym_Latn,0.0388,0.0144,0.0388
kng_Latn,0.0388,0.0088,0.0388
eve_Cyrl,0.0194,0.0044,0.0194
lhi_Latn,0.0097,0.0003,0.0097
mbl_Latn,0.0097,0.0029,0.0097
lif_Limb,0.0,0.0,0.0
mpt_Latn,0.0194,0.0018,0.0194
hag_Latn,0.0097,0.0044,0.0097
chv_Cyrl,0.301,0.1089,0.301
est_Latn,0.6699,0.3798,0.6699
zpz_Latn,0.0194,0.0053,0.0194
bsc_Latn,0.0194,0.0053,0.0194
zsm_Latn,0.4951,0.228,0.4951
gag_Latn,0.4078,0.1733,0.4078
too_Latn,0.0291,0.0074,0.0291
aze_Cyrl,0.3495,0.1127,0.3495
cjo_Latn,0.0194,0.0035,0.0194
dov_Latn,0.0485,0.0121,0.0485
kyq_Latn,0.0097,0.0012,0.0097
wbi_Latn,0.0194,0.0053,0.0194
xtn_Latn,0.0291,0.0088,0.0291
kzf_Latn,0.0388,0.0103,0.0388
kpz_Latn,0.0291,0.0068,0.0291
tum_Latn,0.1456,0.0471,0.1456
vag_Latn,0.0194,0.0085,0.0194
bjv_Latn,0.0097,0.0012,0.0097
mox_Latn,0.0097,0.0012,0.0097
jiv_Latn,0.0194,0.0029,0.0194
zho_Hani,0.8252,0.5778,0.8252
bzh_Latn,0.0194,0.0065,0.0194
cuc_Latn,0.0194,0.0038,0.0194
aai_Latn,0.0194,0.0062,0.0194
box_Latn,0.0097,0.0021,0.0097
ndg_Latn,0.0485,0.0241,0.0485
ngp_Latn,0.0388,0.0132,0.0388
mzh_Latn,0.0194,0.0059,0.0194
krc_Cyrl,0.2427,0.0724,0.2427
wos_Latn,0.0194,0.0018,0.0194
fuq_Latn,0.068,0.0162,0.068
aca_Latn,0.0194,0.0079,0.0194
qvh_Latn,0.068,0.0194,0.068
nph_Latn,0.0194,0.0038,0.0194
ozm_Latn,0.0194,0.0056,0.0194
kqe_Latn,0.0485,0.0153,0.0485
pls_Latn,0.0194,0.0056,0.0194
nca_Latn,0.0194,0.0029,0.0194
bki_Latn,0.0097,0.0003,0.0097
jbu_Latn,0.0194,0.0053,0.0194
fij_Latn,0.0971,0.0212,0.0971
udu_Latn,0.0194,0.0021,0.0194
ewe_Latn,0.0583,0.015,0.0583
tnp_Latn,0.0194,0.0038,0.0194
mau_Latn,0.0194,0.005,0.0194
mbb_Latn,0.0097,0.0032,0.0097
guh_Latn,0.0291,0.0059,0.0291
dow_Latn,0.0194,0.0071,0.0194
kin_Latn,0.1942,0.0668,0.1942
amm_Latn,0.0,0.0,0.0
ton_Latn,0.0874,0.0168,0.0874
mee_Latn,0.0194,0.0068,0.0194
soy_Latn,0.0194,0.0029,0.0194
esu_Latn,0.0291,0.0121,0.0291
tuk_Arab,0.1165,0.0335,0.1165
rub_Latn,0.0291,0.0044,0.0291
pah_Latn,0.0194,0.0015,0.0194
msb_Latn,0.233,0.078,0.233
ava_Cyrl,0.0388,0.01,0.0388
cub_Latn,0.0291,0.0085,0.0291
mjw_Latn,0.0194,0.0044,0.0194
kek_Latn,0.0194,0.0094,0.0194
tgk_Cyrl,0.5825,0.2601,0.5825
ter_Latn,0.0097,0.0006,0.0097
zyp_Latn,0.0194,0.0059,0.0194
hne_Deva,0.2233,0.0727,0.2233
cce_Latn,0.068,0.0265,0.068
dgc_Latn,0.0485,0.02,0.0485
ify_Latn,0.0388,0.0118,0.0388
poe_Latn,0.0194,0.0088,0.0194
enq_Latn,0.0,0.0,0.0
aey_Latn,0.0194,0.0068,0.0194
qvi_Latn,0.068,0.0185,0.068
sat_Latn,0.0194,0.0026,0.0194
mnf_Latn,0.0097,0.0015,0.0097
kbm_Latn,0.0194,0.0053,0.0194
ycn_Latn,0.0194,0.0076,0.0194
tac_Latn,0.0097,0.0024,0.0097
lam_Latn,0.0485,0.0115,0.0485
ktj_Latn,0.0097,0.0003,0.0097
bmq_Latn,0.0194,0.0059,0.0194
mqj_Latn,0.0291,0.0115,0.0291
gui_Latn,0.0291,0.0129,0.0291
xsi_Latn,0.0194,0.0035,0.0194
snf_Latn,0.0097,0.0041,0.0097
for_Latn,0.0,0.0,0.0
btd_Latn,0.0583,0.0206,0.0583
mbc_Latn,0.0194,0.0038,0.0194
kjh_Cyrl,0.0583,0.0182,0.0583
bqj_Latn,0.0291,0.0082,0.0291
hui_Latn,0.0194,0.0021,0.0194
jac_Latn,0.0194,0.0088,0.0194
rus_Cyrl,0.8932,0.6755,0.8932
chf_Latn,0.0388,0.0129,0.0388
bbc_Latn,0.0583,0.0156,0.0583
aak_Latn,0.0097,0.0003,0.0097
gnw_Latn,0.0388,0.0121,0.0388
urk_Thai,0.0194,0.0074,0.0194
mic_Latn,0.0194,0.0009,0.0194
omw_Latn,0.0097,0.0024,0.0097
nde_Latn,0.1845,0.0797,0.1845
nak_Latn,0.0291,0.0059,0.0291
kpx_Latn,0.0097,0.0009,0.0097
tuo_Latn,0.0194,0.0024,0.0194
agr_Latn,0.0194,0.0085,0.0194
bzj_Latn,0.1845,0.0741,0.1845
xnn_Latn,0.0485,0.0185,0.0485
ade_Latn,0.0291,0.0056,0.0291
any_Latn,0.0,0.0,0.0
amn_Latn,0.0194,0.0021,0.0194
mfq_Latn,0.0097,0.0003,0.0097
mux_Latn,0.0097,0.0003,0.0097
bef_Latn,0.0097,0.0012,0.0097
msa_Latn,0.233,0.0909,0.233
hae_Latn,0.068,0.0218,0.068
thk_Latn,0.0194,0.0035,0.0194
eri_Latn,0.0194,0.0056,0.0194
maw_Latn,0.0194,0.0041,0.0194
knk_Latn,0.0194,0.0021,0.0194
mtg_Latn,0.0194,0.0059,0.0194
sxb_Latn,0.0388,0.0124,0.0388
mwp_Latn,0.0097,0.0021,0.0097
nya_Latn,0.2136,0.0824,0.2136
lmk_Latn,0.0194,0.0059,0.0194
alq_Latn,0.0194,0.0032,0.0194
sqi_Latn,0.699,0.3731,0.699
yuj_Latn,0.0097,0.0012,0.0097
pww_Thai,0.0097,0.0015,0.0097
bmr_Latn,0.0194,0.0035,0.0194
swp_Latn,0.0388,0.0112,0.0388
mxb_Latn,0.0097,0.0035,0.0097
yss_Latn,0.0291,0.0076,0.0291
csy_Latn,0.0291,0.0088,0.0291
bib_Latn,0.0097,0.0009,0.0097
mzk_Latn,0.0291,0.01,0.0291
tsw_Latn,0.0194,0.0021,0.0194
yad_Latn,0.0097,0.0003,0.0097
mib_Latn,0.0194,0.0085,0.0194
bxr_Cyrl,0.1553,0.0441,0.1553
sll_Latn,0.0097,0.0021,0.0097
chu_Cyrl,0.9223,0.6361,0.9223
nmo_Latn,0.0194,0.0024,0.0194
clu_Latn,0.1262,0.0388,0.1262
muy_Latn,0.0097,0.0029,0.0097
xtm_Latn,0.0194,0.0082,0.0194
mvn_Latn,0.0194,0.0074,0.0194
lob_Latn,0.0097,0.0021,0.0097
hwc_Latn,0.466,0.2207,0.466
amo_Latn,0.0291,0.0097,0.0291
wsk_Latn,0.0194,0.0068,0.0194
xal_Cyrl,0.0194,0.0044,0.0194
khs_Latn,0.0097,0.0006,0.0097
alp_Latn,0.0291,0.0141,0.0291
chd_Latn,0.0291,0.0109,0.0291
bba_Latn,0.0291,0.0065,0.0291
bav_Latn,0.0194,0.0065,0.0194
dnj_Latn,0.0097,0.0003,0.0097
mwq_Latn,0.0194,0.0024,0.0194
kxc_Ethi,0.0,0.0,0.0
zga_Latn,0.0194,0.0056,0.0194
ppk_Latn,0.0291,0.0141,0.0291
knj_Latn,0.0291,0.01,0.0291
bwq_Latn,0.0291,0.005,0.0291
mav_Latn,0.0097,0.0003,0.0097
aji_Latn,0.0291,0.0074,0.0291
mkj_Latn,0.0291,0.0103,0.0291
asm_Beng,0.3786,0.1418,0.3786
cao_Latn,0.0097,0.0021,0.0097
sba_Latn,0.0194,0.0018,0.0194
mgh_Latn,0.0194,0.0062,0.0194
fin_Latn,0.8155,0.4754,0.8155
yon_Latn,0.0194,0.0029,0.0194
kkc_Latn,0.0,0.0,0.0
mwv_Latn,0.0291,0.0088,0.0291
njn_Latn,0.0194,0.0044,0.0194
niy_Latn,0.0,0.0,0.0
mta_Latn,0.0097,0.0021,0.0097
gul_Latn,0.2718,0.1294,0.2718
snc_Latn,0.0194,0.0044,0.0194
maq_Latn,0.0194,0.0068,0.0194
mbf_Latn,0.4757,0.2289,0.4757
smt_Latn,0.0291,0.0076,0.0291
jmc_Latn,0.0291,0.0082,0.0291
ace_Latn,0.0777,0.0277,0.0777
kgf_Latn,0.0194,0.005,0.0194
isl_Latn,0.7087,0.386,0.7087
tro_Latn,0.0097,0.0029,0.0097
kyu_Mymr,0.0097,0.0015,0.0097
kto_Latn,0.0194,0.0065,0.0194
icr_Latn,0.2816,0.0933,0.2816
plw_Latn,0.0583,0.0194,0.0583
snd_Arab,0.3786,0.1418,0.3786
lwo_Latn,0.0194,0.0018,0.0194
ivb_Latn,0.0388,0.0088,0.0388
kbh_Latn,0.0388,0.0129,0.0388
npl_Latn,0.0388,0.0168,0.0388
