code,FacebookAI/xlm-roberta-base_max,FacebookAI/xlm-roberta-base_mean,avg
mwc_Latn,0.0097,0.0045,0.0097
tna_Latn,0.0097,0.0052,0.0097
hvn_Latn,0.0097,0.0067,0.0097
kha_Latn,0.0097,0.0045,0.0097
izr_Latn,0.0097,0.003,0.0097
kmo_Latn,0.0097,0.0007,0.0097
btt_Latn,0.0,0.0,0.0
mbs_Latn,0.0097,0.0052,0.0097
gag_Cyrl,0.0291,0.0157,0.0291
mad_Latn,0.0194,0.0112,0.0194
gvn_Latn,0.0,0.0,0.0
nou_Latn,0.0291,0.009,0.0291
ayr_Latn,0.0194,0.0052,0.0194
aze_Latn,0.4272,0.1822,0.4272
apy_Latn,0.0,0.0,0.0
wob_Latn,0.0,0.0,0.0
mxq_Latn,0.0097,0.0007,0.0097
eko_Latn,0.0194,0.0045,0.0194
npy_Latn,0.0097,0.009,0.0097
sbs_Latn,0.0097,0.0052,0.0097
nsn_Latn,0.0097,0.006,0.0097
urd_Arab,0.1262,0.0373,0.1262
crt_Latn,0.0,0.0,0.0
ojb_Latn,0.0,0.0,0.0
srm_Latn,0.0097,0.0015,0.0097
ttc_Latn,0.0097,0.0015,0.0097
tvk_Latn,0.0,0.0,0.0
tab_Cyrl,0.0097,0.0007,0.0097
due_Latn,0.0097,0.003,0.0097
fao_Latn,0.1748,0.0732,0.1748
csk_Latn,0.0097,0.0007,0.0097
gnd_Latn,0.0,0.0,0.0
suz_Deva,0.0,0.0,0.0
kue_Latn,0.0097,0.0007,0.0097
suk_Latn,0.0,0.0,0.0
ons_Latn,0.0097,0.0015,0.0097
otq_Latn,0.0,0.0,0.0
buk_Latn,0.0,0.0,0.0
ese_Latn,0.0,0.0,0.0
kog_Latn,0.0,0.0,0.0
meu_Latn,0.0194,0.006,0.0194
bcl_Latn,0.0485,0.0217,0.0485
nyo_Latn,0.0,0.0,0.0
zaw_Latn,0.0097,0.0067,0.0097
niq_Latn,0.0194,0.0119,0.0194
chk_Latn,0.0097,0.0045,0.0097
mti_Latn,0.0097,0.0022,0.0097
pcm_Latn,0.0777,0.0396,0.0777
gud_Latn,0.0,0.0,0.0
cme_Latn,0.0097,0.003,0.0097
gvs_Latn,0.0,0.0,0.0
ayo_Latn,0.0,0.0,0.0
kir_Cyrl,0.3204,0.1217,0.3204
kne_Latn,0.0194,0.009,0.0194
mdy_Ethi,0.0,0.0,0.0
kmr_Latn,0.2524,0.1023,0.2524
ctp_Latn,0.0,0.0,0.0
tby_Latn,0.0097,0.0007,0.0097
isd_Latn,0.0194,0.0105,0.0194
pes_Arab,0.4951,0.2509,0.4951
gof_Latn,0.0097,0.003,0.0097
hin_Deva,0.4854,0.2016,0.4854
srp_Latn,0.6602,0.3383,0.6602
twi_Latn,0.0194,0.0119,0.0194
poh_Latn,0.0097,0.006,0.0097
gya_Latn,0.0097,0.0037,0.0097
mnk_Latn,0.0,0.0,0.0
far_Latn,0.0097,0.0037,0.0097
bzd_Latn,0.0097,0.0045,0.0097
tel_Telu,0.1359,0.0612,0.1359
cpa_Latn,0.0,0.0,0.0
luo_Latn,0.0291,0.0105,0.0291
ojb_Cans,0.0097,0.0007,0.0097
bim_Latn,0.0194,0.006,0.0194
awb_Latn,0.0,0.0,0.0
arl_Latn,0.0,0.0,0.0
wmw_Latn,0.0291,0.0075,0.0291
zlm_Latn,0.4951,0.239,0.4951
ntu_Latn,0.0,0.0,0.0
sah_Cyrl,0.0097,0.0007,0.0097
seh_Latn,0.0097,0.006,0.0097
nwb_Latn,0.0,0.0,0.0
sot_Latn,0.0194,0.0112,0.0194
gde_Latn,0.0097,0.0015,0.0097
lit_Latn,0.6796,0.3152,0.6796
epo_Latn,0.7573,0.3846,0.7573
mcq_Latn,0.0097,0.0015,0.0097
mpx_Latn,0.0097,0.0007,0.0097
upv_Latn,0.0,0.0,0.0
nnw_Latn,0.0,0.0,0.0
hak_Latn,0.0,0.0,0.0
usa_Latn,0.0,0.0,0.0
mva_Latn,0.0,0.0,0.0
war_Latn,0.0194,0.0082,0.0194
sim_Latn,0.0097,0.0015,0.0097
zpv_Latn,0.0,0.0,0.0
ptu_Latn,0.0194,0.0052,0.0194
toc_Latn,0.0,0.0,0.0
lom_Latn,0.0,0.0,0.0
bth_Latn,0.0291,0.0149,0.0291
kms_Latn,0.0,0.0,0.0
mai_Deva,0.0097,0.0045,0.0097
zav_Latn,0.0,0.0,0.0
guk_Ethi,0.0,0.0,0.0
kkj_Latn,0.0,0.0,0.0
aoi_Latn,0.0,0.0,0.0
nyn_Latn,0.0388,0.0134,0.0388
qve_Latn,0.0,0.0,0.0
aeu_Latn,0.0,0.0,0.0
ifu_Latn,0.0097,0.009,0.0097
cbv_Latn,0.0,0.0,0.0
ncl_Latn,0.0097,0.0015,0.0097
caa_Latn,0.0097,0.0045,0.0097
poi_Latn,0.0097,0.0067,0.0097
bkd_Latn,0.0194,0.0037,0.0194
srq_Latn,0.0,0.0,0.0
bnj_Latn,0.0,0.0,0.0
ape_Latn,0.0097,0.0045,0.0097
gog_Latn,0.0291,0.0082,0.0291
mil_Latn,0.0,0.0,0.0
kvn_Latn,0.0,0.0,0.0
ndj_Latn,0.0291,0.0075,0.0291
spy_Latn,0.0,0.0,0.0
hmo_Latn,0.0097,0.003,0.0097
att_Latn,0.0097,0.0052,0.0097
pma_Latn,0.0,0.0,0.0
byr_Latn,0.0,0.0,0.0
adj_Latn,0.0097,0.0007,0.0097
pan_Guru,0.2039,0.0799,0.2039
sil_Latn,0.0097,0.0007,0.0097
bsn_Latn,0.0,0.0,0.0
lol_Latn,0.0388,0.0149,0.0388
tob_Latn,0.0097,0.0015,0.0097
anv_Latn,0.0,0.0,0.0
nho_Latn,0.0194,0.0082,0.0194
efi_Latn,0.0194,0.0127,0.0194
nma_Latn,0.0097,0.0015,0.0097
run_Latn,0.0291,0.0142,0.0291
pad_Latn,0.0,0.0,0.0
qxh_Latn,0.0194,0.006,0.0194
otm_Latn,0.0,0.0,0.0
mcp_Latn,0.0097,0.0037,0.0097
cab_Latn,0.0,0.0,0.0
cbu_Latn,0.0,0.0,0.0
emi_Latn,0.0194,0.0045,0.0194
bhp_Latn,0.0097,0.0037,0.0097
sbl_Latn,0.0,0.0,0.0
dwr_Latn,0.0097,0.0022,0.0097
cwe_Latn,0.0097,0.003,0.0097
sgb_Latn,0.0,0.0,0.0
old_Latn,0.0097,0.0052,0.0097
pis_Latn,0.0097,0.006,0.0097
aym_Latn,0.0194,0.0067,0.0194
azz_Latn,0.0097,0.0052,0.0097
eve_Cyrl,0.0097,0.0015,0.0097
lhi_Latn,0.0,0.0,0.0
mbl_Latn,0.0,0.0,0.0
lif_Limb,0.0097,0.0007,0.0097
kng_Latn,0.0291,0.0097,0.0291
kki_Latn,0.0194,0.0097,0.0194
shp_Latn,0.0291,0.0075,0.0291
sxn_Latn,0.0097,0.0075,0.0097
inb_Latn,0.0097,0.006,0.0097
wap_Latn,0.0,0.0,0.0
gai_Latn,0.0097,0.0007,0.0097
mej_Latn,0.0194,0.0105,0.0194
zpt_Latn,0.0097,0.0037,0.0097
kia_Latn,0.0194,0.0052,0.0194
yml_Latn,0.0097,0.0067,0.0097
otn_Latn,0.0097,0.0015,0.0097
gdg_Latn,0.0291,0.0112,0.0291
pag_Latn,0.0291,0.0119,0.0291
msm_Latn,0.0194,0.0022,0.0194
tpm_Latn,0.0097,0.0015,0.0097
arn_Latn,0.0097,0.0022,0.0097
ndi_Latn,0.0,0.0,0.0
tsz_Latn,0.0291,0.0082,0.0291
ces_Latn,0.7767,0.4249,0.7767
bov_Latn,0.0097,0.0007,0.0097
iry_Latn,0.0097,0.0097,0.0097
roo_Latn,0.0,0.0,0.0
mio_Latn,0.0,0.0,0.0
cpc_Latn,0.0388,0.0067,0.0388
adi_Latn,0.0194,0.0045,0.0194
ded_Latn,0.0,0.0,0.0
ksc_Latn,0.0194,0.0097,0.0194
fry_Latn,0.1942,0.1008,0.1942
tuc_Latn,0.0097,0.006,0.0097
zia_Latn,0.0,0.0,0.0
pir_Latn,0.0,0.0,0.0
lac_Latn,0.0,0.0,0.0
tbz_Latn,0.0,0.0,0.0
acn_Latn,0.0097,0.0015,0.0097
qup_Latn,0.0097,0.0007,0.0097
kbc_Latn,0.0,0.0,0.0
cac_Latn,0.0097,0.0015,0.0097
cbt_Latn,0.0,0.0,0.0
mtj_Latn,0.0194,0.0075,0.0194
tyv_Cyrl,0.0194,0.0037,0.0194
zat_Latn,0.0097,0.0037,0.0097
jam_Latn,0.0291,0.0172,0.0291
maz_Latn,0.0097,0.0022,0.0097
knf_Latn,0.0,0.0,0.0
gug_Latn,0.0194,0.009,0.0194
con_Latn,0.0,0.0,0.0
lif_Deva,0.0097,0.0022,0.0097
cly_Latn,0.0097,0.0007,0.0097
bak_Cyrl,0.0,0.0,0.0
mcr_Latn,0.0,0.0,0.0
tiy_Latn,0.0194,0.0082,0.0194
hra_Latn,0.0097,0.0007,0.0097
gah_Latn,0.0,0.0,0.0
zpu_Latn,0.0097,0.0075,0.0097
uig_Arab,0.1165,0.0291,0.1165
uvl_Latn,0.0194,0.0045,0.0194
naf_Latn,0.0,0.0,0.0
ksb_Latn,0.0291,0.006,0.0291
nbq_Latn,0.0,0.0,0.0
cpb_Latn,0.0194,0.0067,0.0194
ita_Latn,0.7087,0.4055,0.7087
adh_Latn,0.0097,0.003,0.0097
ron_Latn,0.7573,0.3839,0.7573
min_Latn,0.0194,0.0119,0.0194
cul_Latn,0.0,0.0,0.0
wnc_Latn,0.0,0.0,0.0
dig_Latn,0.0291,0.0142,0.0291
msk_Latn,0.0097,0.0007,0.0097
xav_Latn,0.0,0.0,0.0
sop_Latn,0.0,0.0,0.0
mcu_Latn,0.0097,0.006,0.0097
lip_Latn,0.0097,0.0052,0.0097
ory_Orya,0.2233,0.0896,0.2233
ind_Latn,0.6602,0.3869,0.6602
mur_Latn,0.0097,0.0022,0.0097
obo_Latn,0.0097,0.0022,0.0097
tue_Latn,0.0,0.0,0.0
mop_Latn,0.0097,0.0075,0.0097
leu_Latn,0.0194,0.0119,0.0194
uli_Latn,0.0194,0.0082,0.0194
uig_Latn,0.0194,0.003,0.0194
cuk_Latn,0.0,0.0,0.0
yao_Latn,0.0097,0.0037,0.0097
kff_Telu,0.0097,0.0007,0.0097
ndo_Latn,0.0097,0.0015,0.0097
iba_Latn,0.0388,0.0149,0.0388
sur_Latn,0.0097,0.0007,0.0097
trc_Latn,0.0097,0.0007,0.0097
hye_Latn,0.0097,0.0022,0.0097
mmx_Latn,0.0097,0.0067,0.0097
quw_Latn,0.0291,0.0119,0.0291
wib_Latn,0.0,0.0,0.0
enx_Latn,0.0097,0.0022,0.0097
pol_Latn,0.699,0.3495,0.699
kum_Cyrl,0.0097,0.0007,0.0097
njb_Latn,0.0097,0.0045,0.0097
zas_Latn,0.0194,0.0075,0.0194
bbj_Latn,0.0194,0.0112,0.0194
bqc_Latn,0.0097,0.003,0.0097
rad_Latn,0.0097,0.003,0.0097
mbj_Latn,0.0,0.0,0.0
khm_Khmr,0.1359,0.0485,0.1359
ptp_Latn,0.0097,0.0037,0.0097
ame_Latn,0.0097,0.009,0.0097
tof_Latn,0.0097,0.0007,0.0097
pwg_Latn,0.0097,0.0007,0.0097
bsj_Latn,0.0097,0.0022,0.0097
qxl_Latn,0.0194,0.0075,0.0194
bvd_Latn,0.0097,0.0015,0.0097
soq_Latn,0.0,0.0,0.0
hye_Armn,0.5437,0.2218,0.5437
pri_Latn,0.0,0.0,0.0
ahk_Latn,0.0,0.0,0.0
bus_Latn,0.0097,0.003,0.0097
dif_Latn,0.0291,0.0134,0.0291
gwi_Latn,0.0097,0.0045,0.0097
bem_Latn,0.0291,0.0119,0.0291
ikk_Latn,0.0,0.0,0.0
kvj_Latn,0.0,0.0,0.0
mza_Latn,0.0,0.0,0.0
sus_Latn,0.0097,0.0015,0.0097
ntp_Latn,0.0,0.0,0.0
yby_Latn,0.0097,0.0007,0.0097
tcc_Latn,0.0097,0.003,0.0097
lcm_Latn,0.0194,0.006,0.0194
mih_Latn,0.0097,0.0045,0.0097
yan_Latn,0.0097,0.0015,0.0097
nri_Latn,0.0194,0.0097,0.0194
ign_Latn,0.0,0.0,0.0
ksd_Latn,0.0291,0.0142,0.0291
cbr_Latn,0.0097,0.009,0.0097
yua_Latn,0.0194,0.0105,0.0194
nch_Latn,0.0097,0.003,0.0097
hlt_Latn,0.0097,0.0007,0.0097
qva_Latn,0.0097,0.0037,0.0097
sbk_Latn,0.0097,0.0015,0.0097
giz_Latn,0.0194,0.0075,0.0194
ach_Latn,0.0388,0.0194,0.0388
ctu_Latn,0.0,0.0,0.0
kgk_Latn,0.0,0.0,0.0
mqb_Latn,0.0,0.0,0.0
cnw_Latn,0.0194,0.0037,0.0194
snn_Latn,0.0097,0.0037,0.0097
khy_Latn,0.0194,0.0045,0.0194
alz_Latn,0.0194,0.006,0.0194
aom_Latn,0.0097,0.0007,0.0097
bru_Latn,0.0,0.0,0.0
zar_Latn,0.0097,0.0007,0.0097
yam_Latn,0.0,0.0,0.0
cui_Latn,0.0,0.0,0.0
abt_Latn,0.0,0.0,0.0
tpi_Latn,0.0097,0.0075,0.0097
pmf_Latn,0.0,0.0,0.0
mle_Latn,0.0,0.0,0.0
iws_Latn,0.0,0.0,0.0
mor_Latn,0.0097,0.0007,0.0097
lew_Latn,0.0194,0.0097,0.0194
men_Latn,0.0097,0.0037,0.0097
gam_Latn,0.0097,0.0015,0.0097
amf_Latn,0.0097,0.0045,0.0097
mfy_Latn,0.0097,0.0007,0.0097
tir_Ethi,0.0097,0.003,0.0097
szb_Latn,0.0,0.0,0.0
bcw_Latn,0.0097,0.0022,0.0097
djr_Latn,0.0,0.0,0.0
cok_Latn,0.0097,0.0007,0.0097
nnq_Latn,0.0194,0.0045,0.0194
nmf_Latn,0.0097,0.0022,0.0097
amh_Ethi,0.1748,0.0687,0.1748
qxo_Latn,0.0,0.0,0.0
mbh_Latn,0.0097,0.0052,0.0097
gfk_Latn,0.0097,0.0015,0.0097
lhm_Latn,0.0,0.0,0.0
xsb_Latn,0.0194,0.0134,0.0194
cnt_Latn,0.0097,0.0007,0.0097
pck_Latn,0.0097,0.0045,0.0097
gub_Latn,0.0,0.0,0.0
mto_Latn,0.0097,0.0007,0.0097
pfe_Latn,0.0,0.0,0.0
jra_Latn,0.0097,0.0037,0.0097
rro_Latn,0.0194,0.0075,0.0194
aon_Latn,0.0,0.0,0.0
ewo_Latn,0.0194,0.0127,0.0194
aly_Latn,0.0097,0.0007,0.0097
hub_Latn,0.0097,0.0052,0.0097
khz_Latn,0.0097,0.0007,0.0097
kaq_Latn,0.0097,0.003,0.0097
nsu_Latn,0.0291,0.0119,0.0291
gjn_Latn,0.0,0.0,0.0
aer_Latn,0.0097,0.0007,0.0097
pon_Latn,0.0097,0.0022,0.0097
caf_Latn,0.0,0.0,0.0
kqo_Latn,0.0,0.0,0.0
san_Deva,0.0097,0.0007,0.0097
apb_Latn,0.0097,0.003,0.0097
rmc_Latn,0.0388,0.0127,0.0388
adl_Latn,0.0194,0.006,0.0194
gkp_Latn,0.0,0.0,0.0
mos_Latn,0.0097,0.0022,0.0097
ksf_Latn,0.0,0.0,0.0
nbu_Latn,0.0097,0.0015,0.0097
tuf_Latn,0.0,0.0,0.0
cco_Latn,0.0,0.0,0.0
yre_Latn,0.0,0.0,0.0
yal_Latn,0.0097,0.003,0.0097
tca_Latn,0.0,0.0,0.0
ntr_Latn,0.0,0.0,0.0
kaa_Cyrl,0.1068,0.0388,0.1068
sld_Latn,0.0097,0.0007,0.0097
qxn_Latn,0.0097,0.006,0.0097
prk_Latn,0.0097,0.0022,0.0097
nnp_Latn,0.0097,0.003,0.0097
pab_Latn,0.0097,0.0037,0.0097
beo_Latn,0.0,0.0,0.0
gqr_Latn,0.0097,0.0007,0.0097
nhi_Latn,0.0097,0.003,0.0097
uvh_Latn,0.0097,0.0022,0.0097
cym_Latn,0.2816,0.1158,0.2816
kjs_Latn,0.0,0.0,0.0
grt_Beng,0.0,0.0,0.0
zpq_Latn,0.0,0.0,0.0
xed_Latn,0.0097,0.006,0.0097
shu_Latn,0.0097,0.0022,0.0097
ilo_Latn,0.0291,0.0105,0.0291
mrw_Latn,0.0,0.0,0.0
guc_Latn,0.0097,0.003,0.0097
xsr_Deva,0.0,0.0,0.0
mbi_Latn,0.0,0.0,0.0
tku_Latn,0.0097,0.0045,0.0097
glv_Latn,0.0194,0.0082,0.0194
stn_Latn,0.0097,0.003,0.0097
hix_Latn,0.0,0.0,0.0
cag_Latn,0.0097,0.003,0.0097
ncj_Latn,0.0194,0.0112,0.0194
dgi_Latn,0.0097,0.0007,0.0097
tgp_Latn,0.0194,0.0127,0.0194
ldi_Latn,0.0291,0.0119,0.0291
crn_Latn,0.0,0.0,0.0
nst_Latn,0.0097,0.0015,0.0097
qvc_Latn,0.0,0.0,0.0
dww_Latn,0.0194,0.0037,0.0194
awk_Latn,0.0097,0.0022,0.0097
agu_Latn,0.0,0.0,0.0
lex_Latn,0.0097,0.0067,0.0097
nre_Latn,0.0097,0.0015,0.0097
ngu_Latn,0.0097,0.003,0.0097
mzm_Latn,0.0097,0.0007,0.0097
zos_Latn,0.0097,0.0007,0.0097
ong_Latn,0.0097,0.0015,0.0097
are_Latn,0.0097,0.003,0.0097
ruf_Latn,0.0194,0.0082,0.0194
ote_Latn,0.0097,0.0007,0.0097
akp_Latn,0.0097,0.0067,0.0097
arb_Arab,0.0194,0.0075,0.0194
toj_Latn,0.0097,0.0037,0.0097
czt_Latn,0.0097,0.0015,0.0097
nhg_Latn,0.0194,0.0082,0.0194
viv_Latn,0.0097,0.0007,0.0097
njo_Latn,0.0097,0.0015,0.0097
mww_Latn,0.0,0.0,0.0
nyf_Latn,0.0097,0.0022,0.0097
rai_Latn,0.0097,0.0045,0.0097
xsm_Latn,0.0,0.0,0.0
urw_Latn,0.0097,0.0022,0.0097
noa_Latn,0.0,0.0,0.0
gum_Latn,0.0097,0.0022,0.0097
bmu_Latn,0.0,0.0,0.0
trn_Latn,0.0097,0.0022,0.0097
lai_Latn,0.0097,0.0052,0.0097
mkl_Latn,0.0,0.0,0.0
acd_Latn,0.0,0.0,0.0
quz_Latn,0.0291,0.006,0.0291
xla_Latn,0.0097,0.0007,0.0097
qvm_Latn,0.0097,0.006,0.0097
mnb_Latn,0.0194,0.0112,0.0194
avt_Latn,0.0097,0.0067,0.0097
auc_Latn,0.0,0.0,0.0
mzl_Latn,0.0,0.0,0.0
kup_Latn,0.0,0.0,0.0
uzb_Latn,0.1942,0.0709,0.1942
ndc_Latn,0.0291,0.0142,0.0291
kvg_Latn,0.0097,0.0022,0.0097
ken_Latn,0.0,0.0,0.0
mie_Latn,0.0097,0.003,0.0097
ukr_Cyrl,0.699,0.3951,0.699
tew_Latn,0.0097,0.0037,0.0097
ssg_Latn,0.0097,0.0037,0.0097
lug_Latn,0.0097,0.0052,0.0097
tui_Latn,0.0097,0.003,0.0097
spp_Latn,0.0097,0.0022,0.0097
wbm_Latn,0.0097,0.003,0.0097
pdc_Latn,0.0291,0.0067,0.0291
kik_Latn,0.0,0.0,0.0
amh_Latn,0.0,0.0,0.0
slk_Latn,0.6019,0.292,0.6019
oss_Cyrl,0.0097,0.0015,0.0097
dyu_Latn,0.0097,0.0015,0.0097
kor_Latn,0.0097,0.0007,0.0097
coe_Latn,0.0,0.0,0.0
pam_Latn,0.0194,0.0134,0.0194
mpp_Latn,0.0,0.0,0.0
dik_Latn,0.0097,0.0075,0.0097
rug_Latn,0.0097,0.0022,0.0097
nmh_Latn,0.0097,0.0015,0.0097
gul_Latn,0.0777,0.0433,0.0777
smt_Latn,0.0097,0.0007,0.0097
mbf_Latn,0.2718,0.1426,0.2718
maq_Latn,0.0,0.0,0.0
snc_Latn,0.0097,0.003,0.0097
yon_Latn,0.0,0.0,0.0
kkc_Latn,0.0097,0.0007,0.0097
mgh_Latn,0.0097,0.0015,0.0097
fin_Latn,0.835,0.4839,0.835
niy_Latn,0.0,0.0,0.0
mta_Latn,0.0097,0.0015,0.0097
mwv_Latn,0.0194,0.006,0.0194
njn_Latn,0.0097,0.0067,0.0097
lwo_Latn,0.0,0.0,0.0
snd_Arab,0.1942,0.0799,0.1942
plw_Latn,0.0097,0.0067,0.0097
kbh_Latn,0.0097,0.009,0.0097
npl_Latn,0.0291,0.0105,0.0291
ivb_Latn,0.0,0.0,0.0
isl_Latn,0.6505,0.2913,0.6505
jmc_Latn,0.0097,0.0022,0.0097
ace_Latn,0.0194,0.0105,0.0194
kgf_Latn,0.0194,0.0052,0.0194
kto_Latn,0.0097,0.006,0.0097
icr_Latn,0.0388,0.0127,0.0388
tro_Latn,0.0097,0.0015,0.0097
kyu_Mymr,0.0,0.0,0.0
amk_Latn,0.0097,0.0022,0.0097
bps_Latn,0.0097,0.0075,0.0097
cya_Latn,0.0,0.0,0.0
toh_Latn,0.0097,0.0045,0.0097
ium_Thai,0.0,0.0,0.0
way_Latn,0.0,0.0,0.0
nhe_Latn,0.0097,0.0007,0.0097
mps_Latn,0.0,0.0,0.0
cof_Latn,0.0097,0.006,0.0097
gdn_Latn,0.0,0.0,0.0
ixl_Latn,0.0097,0.0007,0.0097
mif_Latn,0.0,0.0,0.0
nwi_Latn,0.0097,0.0015,0.0097
myx_Latn,0.0097,0.0022,0.0097
nwx_Deva,0.0097,0.0007,0.0097
cfm_Latn,0.0097,0.0007,0.0097
kus_Latn,0.0291,0.0149,0.0291
blh_Latn,0.0,0.0,0.0
sps_Latn,0.0,0.0,0.0
nan_Latn,0.0,0.0,0.0
awi_Latn,0.0097,0.0037,0.0097
ssd_Latn,0.0097,0.0015,0.0097
ksj_Latn,0.0,0.0,0.0
byx_Latn,0.0097,0.0022,0.0097
tat_Cyrl,0.0,0.0,0.0
agw_Latn,0.0097,0.0075,0.0097
mlh_Latn,0.0097,0.0022,0.0097
qvo_Latn,0.0097,0.0015,0.0097
npo_Latn,0.0194,0.003,0.0194
ktb_Ethi,0.0097,0.0015,0.0097
plt_Latn,0.1165,0.0523,0.1165
cak_Latn,0.0,0.0,0.0
mal_Mlym,0.1456,0.0538,0.1456
fuv_Latn,0.0194,0.0037,0.0194
mhy_Latn,0.0291,0.0179,0.0291
acf_Latn,0.0097,0.0007,0.0097
rmn_Latn,0.0388,0.0127,0.0388
gom_Latn,0.0097,0.0022,0.0097
dru_Latn,0.0097,0.0082,0.0097
bwu_Latn,0.0097,0.0045,0.0097
urd_Deva,0.233,0.1105,0.233
wuv_Latn,0.0097,0.0097,0.0097
ppo_Latn,0.0,0.0,0.0
guo_Latn,0.0,0.0,0.0
hch_Latn,0.0,0.0,0.0
njm_Latn,0.0097,0.0045,0.0097
bar_Latn,0.0388,0.0202,0.0388
etu_Latn,0.0097,0.0037,0.0097
pua_Latn,0.0291,0.0082,0.0291
bul_Cyrl,0.8447,0.4899,0.8447
jae_Latn,0.0097,0.0022,0.0097
yom_Latn,0.0097,0.003,0.0097
prf_Latn,0.0388,0.0194,0.0388
kan_Knda,0.2136,0.0657,0.2136
mse_Latn,0.0097,0.0082,0.0097
dop_Latn,0.0,0.0,0.0
nhd_Latn,0.0194,0.009,0.0194
bpr_Latn,0.0097,0.0037,0.0097
sig_Latn,0.0097,0.0007,0.0097
log_Latn,0.0,0.0,0.0
toi_Latn,0.0291,0.0127,0.0291
kor_Hang,0.3592,0.1553,0.3592
gaa_Latn,0.0194,0.0045,0.0194
dur_Latn,0.0,0.0,0.0
tuk_Latn,0.0194,0.0067,0.0194
big_Latn,0.0,0.0,0.0
hns_Latn,0.0097,0.0037,0.0097
myy_Latn,0.0097,0.0045,0.0097
ibo_Latn,0.0097,0.0037,0.0097
abx_Latn,0.0291,0.0105,0.0291
mig_Latn,0.0,0.0,0.0
yaa_Latn,0.0097,0.0007,0.0097
vun_Latn,0.0097,0.0052,0.0097
rmo_Latn,0.0097,0.0067,0.0097
mhx_Latn,0.0,0.0,0.0
isn_Latn,0.0194,0.0127,0.0194
laj_Latn,0.0388,0.0239,0.0388
apn_Latn,0.0,0.0,0.0
plu_Latn,0.0,0.0,0.0
kqc_Latn,0.0194,0.0067,0.0194
sas_Latn,0.0291,0.0194,0.0291
mna_Latn,0.0,0.0,0.0
qvn_Latn,0.0097,0.0067,0.0097
sbd_Latn,0.0,0.0,0.0
quy_Latn,0.0291,0.0119,0.0291
fil_Latn,0.2913,0.1397,0.2913
hun_Latn,0.7476,0.4167,0.7476
cha_Latn,0.0388,0.0149,0.0388
gun_Latn,0.0194,0.006,0.0194
cmo_Latn,0.0097,0.0007,0.0097
nob_Latn,0.8447,0.5706,0.8447
urt_Latn,0.0,0.0,0.0
sna_Latn,0.0194,0.0075,0.0194
mas_Latn,0.0194,0.0119,0.0194
kno_Latn,0.0,0.0,0.0
lzh_Hani,0.0485,0.0224,0.0485
mbd_Latn,0.0097,0.0015,0.0097
lam_Latn,0.0,0.0,0.0
tac_Latn,0.0,0.0,0.0
ycn_Latn,0.0,0.0,0.0
ktj_Latn,0.0,0.0,0.0
bmq_Latn,0.0097,0.0037,0.0097
poe_Latn,0.0097,0.0075,0.0097
enq_Latn,0.0,0.0,0.0
dgc_Latn,0.0194,0.0134,0.0194
ify_Latn,0.0097,0.0082,0.0097
kbm_Latn,0.0097,0.0007,0.0097
aey_Latn,0.0097,0.0007,0.0097
qvi_Latn,0.0,0.0,0.0
mnf_Latn,0.0,0.0,0.0
sat_Latn,0.0,0.0,0.0
jac_Latn,0.0097,0.003,0.0097
bqj_Latn,0.0194,0.0075,0.0194
hui_Latn,0.0,0.0,0.0
chf_Latn,0.0097,0.009,0.0097
bbc_Latn,0.0291,0.0164,0.0291
rus_Cyrl,0.767,0.4361,0.767
xsi_Latn,0.0,0.0,0.0
mqj_Latn,0.0194,0.0105,0.0194
gui_Latn,0.0097,0.003,0.0097
mbc_Latn,0.0,0.0,0.0
btd_Latn,0.0194,0.009,0.0194
kjh_Cyrl,0.0097,0.0022,0.0097
snf_Latn,0.0097,0.0015,0.0097
for_Latn,0.0,0.0,0.0
tuk_Arab,0.0097,0.0007,0.0097
soy_Latn,0.0,0.0,0.0
esu_Latn,0.0097,0.0007,0.0097
pah_Latn,0.0,0.0,0.0
msb_Latn,0.0388,0.0172,0.0388
rub_Latn,0.0,0.0,0.0
dow_Latn,0.0097,0.0007,0.0097
ton_Latn,0.0,0.0,0.0
mee_Latn,0.0097,0.0052,0.0097
kin_Latn,0.0291,0.0097,0.0291
amm_Latn,0.0,0.0,0.0
hne_Deva,0.0097,0.003,0.0097
ter_Latn,0.0,0.0,0.0
zyp_Latn,0.0097,0.003,0.0097
cce_Latn,0.0097,0.0007,0.0097
ava_Cyrl,0.0,0.0,0.0
kek_Latn,0.0097,0.0015,0.0097
mjw_Latn,0.0097,0.0022,0.0097
tgk_Cyrl,0.0,0.0,0.0
cub_Latn,0.0,0.0,0.0
nph_Latn,0.0097,0.0007,0.0097
ozm_Latn,0.0,0.0,0.0
qvh_Latn,0.0097,0.0082,0.0097
bki_Latn,0.0,0.0,0.0
kqe_Latn,0.0097,0.0067,0.0097
nca_Latn,0.0097,0.0015,0.0097
pls_Latn,0.0194,0.0149,0.0194
fuq_Latn,0.0097,0.0052,0.0097
wos_Latn,0.0,0.0,0.0
aca_Latn,0.0097,0.0007,0.0097
mbb_Latn,0.0,0.0,0.0
mau_Latn,0.0,0.0,0.0
guh_Latn,0.0,0.0,0.0
udu_Latn,0.0097,0.0007,0.0097
tnp_Latn,0.0,0.0,0.0
ewe_Latn,0.0097,0.0007,0.0097
jbu_Latn,0.0097,0.0007,0.0097
fij_Latn,0.0,0.0,0.0
zsm_Latn,0.068,0.0329,0.068
