code,script,fertility,fertility_decoder,tokens_per_char,alignment,num_tokenizers
pol_Latn,Latn,43.413,46.845,0.357,0.7504,4
pon_Latn,Latn,58.51,59.16,0.3944,0.0257,4
por_Latn,Latn,35.748,36.545,0.2923,0.8384,4
poy_Latn,Latn,51.597,53.715,0.3761,0.0548,4
ppk_Latn,Latn,65.623,63.655,0.4325,0.0428,4
ppo_Latn,Latn,83.713,86.375,0.4515,0.0137,4
pps_Latn,Latn,74.755,80.08,0.467,0.0388,4
prf_Latn,Latn,52.41,53.47,0.3556,0.0731,4
pri_Latn,Latn,82.388,82.735,0.4989,0.0251,4
prk_Latn,Latn,60.655,59.41,0.4113,0.0497,4
prs_Arab,Arab,41.218,48.825,0.3915,0.5563,4
pse_Latn,Latn,49.865,51.84,0.3699,0.1285,4
ptp_Latn,Latn,74.528,78.865,0.4891,0.016,4
ptu_Latn,Latn,59.84,61.23,0.3763,0.0405,4
pua_Latn,Latn,57.722,59.715,0.4072,0.0325,4
pwg_Latn,Latn,56.882,58.815,0.3738,0.028,4
pww_Thai,Thai,97.288,101.495,0.658,0.004,4
qub_Latn,Latn,54.865,55.86,0.3744,0.0702,4
quc_Latn,Latn,60.615,59.26,0.4199,0.0337,4
quf_Latn,Latn,64.38,65.53,0.3832,0.0617,4
qug_Latn,Latn,63.6,63.76,0.3861,0.0737,4
quh_Latn,Latn,52.95,54.75,0.3941,0.1302,4
qul_Latn,Latn,49.307,50.435,0.3794,0.1056,4
qup_Latn,Latn,68.453,70.955,0.3642,0.0617,4
quw_Latn,Latn,47.957,48.995,0.3794,0.0971,4
quy_Latn,Latn,49.965,52.3,0.3866,0.1165,4
quz_Latn,Latn,53.862,56.295,0.3953,0.1336,4
qva_Latn,Latn,56.703,58.065,0.3733,0.0708,4
qvc_Latn,Latn,72.85,75.3,0.3974,0.0457,4
qve_Latn,Latn,76.422,79.445,0.3756,0.0965,4
qvh_Latn,Latn,56.983,59.055,0.3744,0.0594,4
qvi_Latn,Latn,70.763,71.305,0.38,0.0594,4
qvm_Latn,Latn,59.917,62.375,0.3729,0.0537,4
qvn_Latn,Latn,59.907,60.805,0.3808,0.0525,4
qvo_Latn,Latn,48.788,49.135,0.3792,0.0725,4
qvs_Latn,Latn,70.523,72.855,0.3522,0.0537,4
qvz_Latn,Latn,60.663,61.795,0.3593,0.0417,4
qwh_Latn,Latn,56.335,57.34,0.3846,0.0674,4
qxh_Latn,Latn,54.23,54.32,0.3881,0.0542,4
qxl_Latn,Latn,49.038,50.425,0.3691,0.0497,4
qxn_Latn,Latn,60.902,62.895,0.3753,0.068,4
qxo_Latn,Latn,63.328,65.445,0.3824,0.0577,4
qxr_Latn,Latn,55.528,55.455,0.3751,0.0857,4
rad_Latn,Latn,67.287,66.985,0.5367,0.0285,4
rai_Latn,Latn,58.38,59.66,0.386,0.0388,4
rar_Latn,Latn,55.92,56.69,0.3877,0.1456,4
reg_Latn,Latn,48.655,51.72,0.3838,0.0514,4
ria_Latn,Latn,55.072,56.645,0.3804,0.028,4
rim_Latn,Latn,51.117,52.175,0.4241,0.0519,4
rkb_Latn,Latn,77.853,80.905,0.4068,0.004,4
rmc_Latn,Latn,47.038,48.415,0.3921,0.0542,4
rmn_Latn,Latn,43.235,44.17,0.3795,0.0583,4
rmo_Latn,Latn,54.568,54.425,0.3628,0.0343,4
rmq_Latn,Latn,45.303,44.845,0.3572,0.0994,4
rmy_Latn,Latn,43.835,43.8,0.3533,0.068,4
rnl_Latn,Latn,37.205,37.39,0.3658,0.0354,4
ron_Latn,Latn,46.345,49.4,0.3769,0.731,4
roo_Latn,Latn,81.14,82.25,0.4013,0.0177,4
rro_Latn,Latn,53.093,54.125,0.3986,0.0325,4
rub_Latn,Latn,80.853,87.225,0.4866,0.0423,4
ruf_Latn,Latn,48.43,49.59,0.3845,0.0639,4
rug_Latn,Latn,61.067,65.165,0.3818,0.0257,4
run_Latn,Latn,48.263,49.535,0.3882,0.185,4
rup_Latn,Latn,50.15,51.95,0.4475,0.0622,4
rus_Cyrl,Cyrl,34.115,35.74,0.3364,0.8567,4
sab_Latn,Latn,93.343,94.795,0.358,0.0268,4
sag_Latn,Latn,55.573,57.095,0.3804,0.0914,4
sah_Cyrl,Cyrl,66.797,75.405,0.5517,0.0782,4
san_Deva,Deva,75.623,100.215,0.6077,0.2079,4
sas_Latn,Latn,56.597,57.485,0.3677,0.084,4
sat_Latn,Latn,64.023,67.325,0.4625,0.0165,4
sba_Latn,Latn,78.735,82.53,0.5338,0.0268,4
sbd_Latn,Latn,80.078,83.335,0.5675,0.0217,4
sbk_Latn,Latn,42.085,44.5,0.3918,0.0548,4
sbl_Latn,Latn,66.785,66.68,0.369,0.0383,4
sbs_Latn,Latn,45.795,48.64,0.3725,0.0571,4
sco_Latn,Latn,49.985,48.54,0.3859,0.3358,4
sda_Latn,Latn,48.44,48.88,0.3634,0.0451,4
seh_Latn,Latn,55.54,57.04,0.3836,0.1302,4
ses_Latn,Latn,49.27,49.98,0.4151,0.0303,4
sey_Latn,Latn,86.525,95.91,0.5795,0.0337,4
sgb_Latn,Latn,58.358,58.575,0.3713,0.0543,4
sgw_Ethi,Ethi,86.968,125.395,1.2389,0.0274,4
sgz_Latn,Latn,72.517,73.915,0.3875,0.0234,4
shi_Latn,Latn,59.718,57.675,0.5388,0.0245,4
shj_Latn,Latn,51.365,52.94,0.4204,0.0177,4
shk_Latn,Latn,75.885,79.46,0.6027,0.0137,4
shn_Mymr,Mymr,268.435,380.3,1.2756,0.0268,4
shp_Latn,Latn,60.53,61.68,0.3756,0.0337,4
shu_Latn,Latn,53.03,52.97,0.394,0.0554,4
sig_Latn,Latn,91.088,96.195,0.6326,0.0154,4
sil_Latn,Latn,70.165,72.3,0.5154,0.0228,4
sim_Latn,Latn,60.3,62.71,0.3646,0.0183,4
sin_Sinh,Sinh,130.463,216.145,0.947,0.2113,4
sja_Latn,Latn,79.925,79.78,0.4944,0.0285,4
sld_Latn,Latn,96.282,102.575,0.714,0.0137,4
slk_Latn,Latn,36.568,40.765,0.3705,0.6631,4
sll_Latn,Latn,57.24,56.64,0.3618,0.0143,4
slv_Latn,Latn,41.962,45.895,0.3524,0.6436,4
sme_Latn,Latn,49.51,50.34,0.4102,0.0599,4
smk_Latn,Latn,56.3,57.09,0.3604,0.0622,4
sml_Latn,Latn,66.905,69.85,0.4109,0.0343,4
smo_Latn,Latn,60.46,60.83,0.4263,0.1799,4
smt_Latn,Latn,50.198,50.155,0.3916,0.048,4
sna_Latn,Latn,48.037,49.525,0.3792,0.193,4
snc_Latn,Latn,73.312,77.715,0.478,0.028,4
snd_Arab,Arab,63.647,84.635,0.547,0.2987,4
snf_Latn,Latn,65.133,67.995,0.5204,0.0228,4
snn_Latn,Latn,98.145,96.62,0.481,0.02,4
snp_Latn,Latn,64.77,64.76,0.3826,0.0126,4
snw_Latn,Latn,73.988,76.815,0.4975,0.0308,4
som_Latn,Latn,45.26,50.62,0.3562,0.1965,4
sop_Latn,Latn,47.352,47.995,0.3909,0.0611,4
soq_Latn,Latn,66.545,68.78,0.3683,0.0188,4
sot_Latn,Latn,44.955,45.18,0.3843,0.1873,4
soy_Latn,Latn,85.487,91.005,0.6917,0.0086,4
spa_Latn,Latn,38.113,39.235,0.3356,0.7733,4
spp_Latn,Latn,79.442,81.625,0.5265,0.0194,4
sps_Latn,Latn,60.153,60.355,0.378,0.0217,4
spy_Latn,Latn,79.47,83.14,0.5312,0.008,4
sqi_Latn,Latn,45.78,51.79,0.3738,0.5151,4
sri_Latn,Latn,103.0,106.25,0.6113,0.024,4
srm_Latn,Latn,81.635,84.01,0.4264,0.0331,4
srn_Latn,Latn,47.457,48.475,0.3632,0.1188,4
srp_Cyrl,Cyrl,41.843,49.335,0.4055,0.6825,4
srp_Latn,Latn,38.002,41.395,0.3575,0.711,4
srq_Latn,Latn,68.373,68.965,0.4446,0.0326,4
ssd_Latn,Latn,59.682,62.895,0.4192,0.0257,4
ssg_Latn,Latn,53.67,54.5,0.3745,0.0314,4
ssw_Latn,Latn,47.017,49.695,0.3785,0.1565,4
ssx_Latn,Latn,94.505,109.25,0.4753,0.004,4
stn_Latn,Latn,69.907,71.125,0.3682,0.0245,4
stp_Latn,Latn,119.38,121.14,0.4953,0.0114,4
stq_Latn,Latn,48.27,48.12,0.375,0.1439,4
suc_Latn,Latn,72.655,76.28,0.3814,0.0297,4
sue_Latn,Latn,60.608,62.865,0.38,0.024,4
suk_Latn,Latn,50.73,51.67,0.3868,0.0548,4
sun_Latn,Latn,46.25,49.24,0.3469,0.2136,4
sur_Latn,Latn,74.785,77.15,0.4809,0.0268,4
sus_Latn,Latn,58.337,60.265,0.4634,0.0274,4
suz_Deva,Deva,78.5,97.26,0.605,0.0257,4
swe_Latn,Latn,34.83,37.58,0.3086,0.7653,4
swg_Latn,Latn,43.927,43.325,0.3624,0.3558,4
swh_Latn,Latn,41.493,46.865,0.3472,0.3666,4
swk_Latn,Latn,51.793,53.565,0.3765,0.1296,4
swp_Latn,Latn,50.97,51.22,0.3994,0.0405,4
sxb_Latn,Latn,54.98,54.58,0.3881,0.0605,4
sxn_Latn,Latn,73.112,77.505,0.4568,0.0411,4
syb_Latn,Latn,72.758,76.585,0.4026,0.0405,4
syc_Syrc,Syrc,84.615,100.74,1.1783,0.0445,4
szb_Latn,Latn,62.282,63.035,0.376,0.0246,4
tab_Cyrl,Cyrl,65.297,67.585,0.5402,0.0166,4
tac_Latn,Latn,82.142,83.105,0.4191,0.012,4
taj_Deva,Deva,90.148,113.545,0.6225,0.028,4
tam_Taml,Taml,122.7,198.31,0.7437,0.3409,4
taq_Latn,Latn,80.315,78.61,0.6139,0.0177,4
tar_Latn,Latn,99.34,101.02,0.401,0.0137,4
tat_Cyrl,Cyrl,66.523,76.175,0.5506,0.2216,4
tav_Latn,Latn,95.915,99.79,0.4874,0.0194,4
taw_Latn,Latn,87.953,90.925,0.5356,0.0137,4
tbc_Latn,Latn,60.45,60.73,0.3999,0.0285,4
tbf_Latn,Latn,58.367,60.905,0.3669,0.0337,4
tbg_Latn,Latn,74.885,78.78,0.3716,0.0063,4
tbk_Latn,Latn,93.517,95.875,0.3427,0.0434,4
tbl_Latn,Latn,65.483,63.755,0.417,0.0188,4
tbo_Latn,Latn,54.605,55.97,0.3774,0.0183,4
tby_Latn,Latn,67.145,67.8,0.397,0.0274,4
tbz_Latn,Latn,90.16,95.81,0.7451,0.0131,4
tca_Latn,Latn,111.517,118.835,0.5477,0.0091,4
tcc_Latn,Latn,52.108,53.065,0.3912,0.0234,4
tcs_Latn,Latn,57.932,56.655,0.359,0.0508,4
tcz_Latn,Latn,47.062,46.865,0.3776,0.0405,4
tdt_Latn,Latn,57.625,59.8,0.4103,0.08,4
ted_Latn,Latn,133.405,137.22,0.709,0.0051,4
tee_Latn,Latn,84.977,87.185,0.4282,0.0154,4
tel_Telu,Telu,114.382,187.385,0.9356,0.3147,4
tem_Latn,Latn,66.748,70.015,0.629,0.0217,4
teo_Latn,Latn,44.835,45.97,0.4045,0.0434,4
ter_Latn,Latn,76.683,78.435,0.4536,0.0131,4
tew_Latn,Latn,99.545,108.73,0.6363,0.0314,4
tgk_Cyrl,Cyrl,58.85,62.58,0.5015,0.2867,4
tgl_Latn,Latn,48.642,52.725,0.324,0.5214,4
tgo_Latn,Latn,66.76,69.58,0.4412,0.0268,4
tgp_Latn,Latn,55.2,55.95,0.3713,0.0531,4
tha_Thai,Thai,65.455,77.95,0.4612,0.4677,4
thk_Latn,Latn,57.86,60.25,0.4705,0.02,4
tif_Latn,Latn,110.5,111.84,0.3839,0.0068,4
tih_Latn,Latn,55.84,57.39,0.3771,0.0485,4
tik_Latn,Latn,107.52,111.39,0.6697,0.016,4
tim_Latn,Latn,75.548,78.305,0.4781,0.0177,4
tir_Ethi,Ethi,88.025,126.21,1.2098,0.1091,4
tiy_Latn,Latn,62.995,62.8,0.4109,0.0291,4
tke_Latn,Latn,49.305,50.74,0.3971,0.0451,4
tku_Latn,Latn,77.285,78.08,0.5137,0.0343,4
tlb_Latn,Latn,61.167,62.945,0.3857,0.0303,4
tlf_Latn,Latn,106.933,107.915,0.3815,0.0103,4
tlh_Latn,Latn,56.707,55.215,0.4265,0.2119,4
tlj_Latn,Latn,68.49,74.34,0.4582,0.0434,4
tna_Latn,Latn,63.805,63.8,0.3647,0.0354,4
tnk_Latn,Latn,86.167,94.115,0.4968,0.0166,4
tnn_Latn,Latn,92.993,102.145,0.5464,0.0131,4
tnp_Latn,Latn,102.562,112.905,0.5675,0.0097,4
tob_Latn,Latn,92.235,91.89,0.4479,0.0211,4
toc_Latn,Latn,116.515,129.79,0.5084,0.0331,4
tof_Latn,Latn,68.207,72.015,0.4283,0.0171,4
toh_Latn,Latn,51.81,52.7,0.3771,0.0565,4
toi_Latn,Latn,42.615,43.95,0.3941,0.1148,4
toj_Latn,Latn,68.248,67.545,0.3942,0.0303,4
ton_Latn,Latn,73.42,75.51,0.5049,0.0445,4
too_Latn,Latn,82.948,83.365,0.5094,0.0331,4
top_Latn,Latn,90.45,98.74,0.4992,0.0371,4
tos_Latn,Latn,137.007,154.585,0.5551,0.0257,4
tpi_Latn,Latn,59.358,58.825,0.3479,0.173,4
tpm_Latn,Latn,59.94,61.66,0.4416,0.0297,4
tpp_Latn,Latn,68.025,65.87,0.4297,0.036,4
tpt_Latn,Latn,69.985,71.89,0.4307,0.0303,4
tpz_Latn,Latn,78.8,82.84,0.4666,0.0166,4
tqb_Latn,Latn,92.52,87.22,0.4597,0.0034,4
trc_Latn,Latn,134.48,140.19,0.5238,0.0183,4
trn_Latn,Latn,63.742,62.885,0.4077,0.0274,4
tro_Latn,Latn,48.082,48.505,0.3764,0.0234,4
trp_Latn,Latn,51.262,53.155,0.3929,0.0268,4
trq_Latn,Latn,101.487,105.975,0.4968,0.0285,4
tsg_Latn,Latn,72.25,76.87,0.385,0.0582,4
tsn_Latn,Latn,49.535,49.45,0.3812,0.1753,4
tso_Latn,Latn,55.72,56.67,0.3897,0.1251,4
tsw_Latn,Latn,67.418,71.615,0.5076,0.0148,4
tsz_Latn,Latn,57.722,59.715,0.4072,0.0325,4
ttc_Latn,Latn,79.157,76.005,0.4653,0.0211,4
tte_Latn,Latn,61.997,64.525,0.3758,0.0126,4
tuc_Latn,Latn,74.028,74.125,0.4035,0.0325,4
tue_Latn,Latn,81.597,84.865,0.6057,0.024,4
tuf_Latn,Latn,80.0,78.83,0.4107,0.0217,4
tui_Latn,Latn,58.282,57.335,0.4133,0.0291,4
tuk_Arab,Arab,72.995,80.52,0.5774,0.0571,4
tuk_Cyrl,Cyrl,55.635,63.05,0.5091,0.1782,4
tuk_Latn,Latn,49.925,50.18,0.4238,0.213,4
tum_Latn,Latn,56.26,59.21,0.4059,0.1536,4
tuo_Latn,Latn,100.968,102.665,0.5786,0.02,4
tur_Latn,Latn,35.867,37.925,0.3149,0.5574,4
tvk_Latn,Latn,65.768,67.915,0.3722,0.0137,4
twi_Latn,Latn,52.197,54.045,0.5128,0.1233,4
twu_Latn,Latn,59.703,60.485,0.3819,0.0342,4
tyv_Cyrl,Cyrl,70.677,81.965,0.4977,0.1068,4
tzh_Latn,Latn,57.157,54.485,0.4074,0.0491,4
tzj_Latn,Latn,78.935,77.43,0.399,0.0411,4
tzo_Latn,Latn,74.722,71.545,0.4175,0.0257,4
ubr_Latn,Latn,55.722,57.625,0.3737,0.0383,4
ubu_Latn,Latn,84.675,86.71,0.3674,0.0097,4
udu_Latn,Latn,77.235,78.83,0.4434,0.0114,4
uig_Arab,Arab,81.005,114.57,0.5543,0.2244,4
uig_Cyrl,Cyrl,82.287,95.825,0.5857,0.1496,4
uig_Latn,Latn,53.903,56.305,0.3738,0.1176,4
ukr_Cyrl,Cyrl,40.21,44.51,0.3795,0.7561,4
uli_Latn,Latn,52.15,53.95,0.3576,0.0485,4
upv_Latn,Latn,64.138,64.285,0.3819,0.0183,4
ura_Latn,Latn,81.615,83.31,0.3848,0.0086,4
urb_Latn,Latn,95.17,94.97,0.4538,0.0074,4
urd_Arab,Arab,63.41,79.31,0.5729,0.4106,4
urd_Deva,Deva,68.75,92.91,0.5451,0.4135,4
urd_Latn,Latn,64.373,68.125,0.4711,0.1456,4
uri_Latn,Latn,72.522,71.845,0.3799,0.0108,4
urk_Thai,Thai,110.722,116.175,0.6508,0.0074,4
urt_Latn,Latn,84.032,86.325,0.4433,0.0246,4
urw_Latn,Latn,61.73,64.07,0.3816,0.02,4
usa_Latn,Latn,89.61,90.4,0.4815,0.0057,4
usp_Latn,Latn,76.977,79.095,0.4372,0.0337,4
uvh_Latn,Latn,89.422,93.325,0.3582,0.0177,4
uvl_Latn,Latn,56.06,57.05,0.3444,0.0228,4
uzb_Cyrl,Cyrl,61.88,68.3,0.4968,0.2633,4
uzb_Latn,Latn,48.01,52.28,0.3663,0.3221,4
vag_Latn,Latn,61.183,65.175,0.527,0.0205,4
vap_Latn,Latn,51.66,51.1,0.3848,0.0474,4
var_Latn,Latn,86.715,85.88,0.4168,0.0074,4
ven_Latn,Latn,60.603,62.315,0.4543,0.0931,4
vid_Latn,Latn,48.587,49.965,0.3813,0.0657,4
vie_Latn,Latn,35.058,34.785,0.311,0.699,4
viv_Latn,Latn,65.972,69.735,0.3949,0.016,4
vmy_Latn,Latn,61.233,61.455,0.4281,0.0354,4
vun_Latn,Latn,52.19,53.03,0.4385,0.0434,4
vut_Latn,Latn,93.2,96.44,0.734,0.0177,4
waj_Latn,Latn,80.975,84.12,0.3976,0.0091,4
wap_Latn,Latn,100.11,106.69,0.4631,0.0286,4
war_Latn,Latn,51.627,52.745,0.3456,0.245,4
way_Latn,Latn,71.825,72.96,0.4867,0.0086,4
wbi_Latn,Latn,48.877,51.095,0.3822,0.0434,4
wbm_Latn,Latn,60.655,59.41,0.4113,0.0491,4
wbp_Latn,Latn,106.315,108.3,0.3988,0.0023,4
wca_Latn,Latn,101.343,104.855,0.4368,0.0097,4
wer_Latn,Latn,61.48,63.28,0.4527,0.0097,4
whk_Latn,Latn,59.112,60.085,0.3904,0.0394,4
wib_Latn,Latn,98.108,102.985,0.6964,0.0143,4
wiv_Latn,Latn,52.823,55.495,0.3594,0.0457,4
wmw_Latn,Latn,47.663,50.205,0.3776,0.0925,4
wnc_Latn,Latn,64.84,66.77,0.3557,0.0126,4
wnu_Latn,Latn,54.715,55.44,0.3662,0.0171,4
wob_Latn,Latn,98.663,101.465,0.7113,0.0108,4
wol_Latn,Latn,45.803,44.865,0.4246,0.0914,4
wos_Latn,Latn,71.737,72.955,0.4058,0.0188,4
wro_Latn,Latn,63.03,67.23,0.5189,0.0365,4
wsk_Latn,Latn,54.588,54.935,0.3465,0.0383,4
wuv_Latn,Latn,54.22,52.99,0.4208,0.0485,4
wwa_Latn,Latn,64.922,66.805,0.4829,0.0091,4
xal_Cyrl,Cyrl,67.308,75.125,0.6063,0.0205,4
xav_Latn,Latn,122.26,118.21,0.4892,0.0057,4
xbr_Latn,Latn,63.487,63.095,0.4054,0.0148,4
xed_Latn,Latn,69.392,73.275,0.4588,0.0188,4
xho_Latn,Latn,44.715,46.77,0.38,0.193,4
xla_Latn,Latn,78.79,84.6,0.4146,0.012,4
xnn_Latn,Latn,51.915,52.4,0.3438,0.0531,4
xon_Latn,Latn,54.248,53.925,0.4299,0.0314,4
xpe_Latn,Latn,84.662,87.605,0.6767,0.0148,4
xrb_Latn,Latn,70.885,70.74,0.4917,0.0166,4
xsb_Latn,Latn,59.153,59.385,0.3556,0.0645,4
xsi_Latn,Latn,89.688,91.165,0.4408,0.02,4
xsm_Latn,Latn,94.005,98.79,0.5983,0.0171,4
xsr_Deva,Deva,86.257,108.665,0.6234,0.0137,4
xsu_Latn,Latn,102.087,105.625,0.4371,0.0091,4
xtm_Latn,Latn,80.127,77.695,0.4356,0.0365,4
xtn_Latn,Latn,78.595,83.04,0.4585,0.036,4
xuo_Latn,Latn,105.427,111.215,0.5821,0.0126,4
yaa_Latn,Latn,72.267,73.895,0.4411,0.0251,4
yad_Latn,Latn,83.825,90.57,0.4956,0.0143,4
yal_Latn,Latn,56.97,58.26,0.4472,0.0245,4
yam_Latn,Latn,83.062,87.015,0.6084,0.0131,4
yan_Latn,Latn,61.407,63.075,0.3716,0.04,4
yao_Latn,Latn,64.22,66.63,0.4172,0.0508,4
yap_Latn,Latn,59.828,60.425,0.3832,0.0365,4
yaq_Latn,Latn,78.08,75.44,0.418,0.012,4
yby_Latn,Latn,64.143,66.865,0.3639,0.0108,4
ycn_Latn,Latn,90.12,90.13,0.443,0.0171,4
yim_Latn,Latn,51.39,53.34,0.4213,0.0297,4
yka_Latn,Latn,67.468,73.645,0.4372,0.0371,4
yle_Latn,Latn,89.427,89.305,0.501,0.0074,4
yml_Latn,Latn,81.51,87.7,0.4639,0.0126,4
yom_Latn,Latn,47.977,49.745,0.3782,0.0514,4
yon_Latn,Latn,63.747,64.515,0.385,0.0154,4
yor_Latn,Latn,86.27,86.92,0.6262,0.1599,4
yre_Latn,Latn,91.707,94.615,0.593,0.0114,4
yrk_Cyrl,Cyrl,64.945,69.57,0.5433,0.0303,4
yss_Latn,Latn,61.488,59.585,0.3851,0.0223,4
yua_Latn,Latn,70.71,68.95,0.4451,0.0388,4
yuj_Latn,Latn,79.108,79.905,0.4178,0.0188,4
yut_Latn,Latn,75.393,79.495,0.5272,0.0188,4
yuw_Latn,Latn,76.115,76.67,0.3835,0.0097,4
yuz_Latn,Latn,60.258,61.475,0.4166,0.0303,4
yva_Latn,Latn,67.097,68.285,0.3598,0.024,4
zaa_Latn,Latn,73.947,75.035,0.451,0.0594,4
zab_Latn,Latn,56.197,55.765,0.4165,0.0411,4
zac_Latn,Latn,75.468,78.985,0.4882,0.0348,4
zad_Latn,Latn,72.987,73.885,0.5123,0.0263,4
zae_Latn,Latn,68.705,70.21,0.397,0.0325,4
zai_Latn,Latn,47.655,48.37,0.3904,0.0565,4
zaj_Latn,Latn,44.99,47.9,0.3758,0.0702,4
zam_Latn,Latn,104.615,103.5,0.4571,0.0177,4
zao_Latn,Latn,58.16,57.82,0.4085,0.0325,4
zar_Latn,Latn,83.06,82.78,0.4997,0.0268,4
zas_Latn,Latn,58.315,57.81,0.429,0.0303,4
zat_Latn,Latn,75.49,78.04,0.4854,0.0354,4
zav_Latn,Latn,98.08,99.92,0.5469,0.0166,4
zaw_Latn,Latn,65.08,65.59,0.4593,0.0343,4
zca_Latn,Latn,61.965,60.31,0.435,0.0303,4
zga_Latn,Latn,49.418,51.965,0.3861,0.0377,4
zho_Hani,Hani,49.25,49.77,0.8677,0.6117,4
zia_Latn,Latn,64.475,66.06,0.3697,0.0251,4
ziw_Latn,Latn,46.91,48.48,0.386,0.0691,4
zlm_Latn,Latn,37.255,43.56,0.2637,0.7167,4
zom_Latn,Latn,50.325,49.69,0.3829,0.0674,4
zos_Latn,Latn,74.512,73.885,0.5004,0.0405,4
zpc_Latn,Latn,77.433,77.275,0.4664,0.0371,4
zpi_Latn,Latn,53.05,51.78,0.4014,0.0291,4
zpl_Latn,Latn,62.85,62.15,0.4118,0.0411,4
zpm_Latn,Latn,71.338,71.655,0.457,0.0228,4
zpo_Latn,Latn,56.905,56.17,0.4089,0.032,4
zpq_Latn,Latn,85.71,87.69,0.5173,0.0308,4
zpt_Latn,Latn,70.097,75.675,0.4791,0.0428,4
zpu_Latn,Latn,64.388,61.685,0.4587,0.036,4
zpv_Latn,Latn,89.138,86.785,0.4533,0.0194,4
zpz_Latn,Latn,70.572,69.575,0.4385,0.0188,4
zsm_Latn,Latn,58.897,62.995,0.3596,0.3164,4
zsr_Latn,Latn,76.705,76.1,0.5026,0.0268,4
ztq_Latn,Latn,55.112,56.135,0.4419,0.0405,4
zty_Latn,Latn,84.845,85.53,0.5284,0.0143,4
zul_Latn,Latn,45.212,48.705,0.3711,0.2067,4
zyb_Latn,Latn,86.78,86.65,0.4604,0.0057,4
zyp_Latn,Latn,61.02,60.17,0.4034,0.0285,4
