code,cis-lmu/glot500-base_max,cis-lmu/glot500-base_mean,avg
kyu_Mymr,0.0,0.0,0.0
amk_Latn,0.0097,0.0007,0.0097
bps_Latn,0.0097,0.0022,0.0097
cya_Latn,0.0,0.0,0.0
toh_Latn,0.1748,0.0709,0.1748
way_Latn,0.0,0.0,0.0
ium_Thai,0.0,0.0,0.0
nhe_Latn,0.0485,0.0157,0.0485
mps_Latn,0.1165,0.0299,0.1165
cof_Latn,0.0,0.0,0.0
gdn_Latn,0.0,0.0,0.0
ixl_Latn,0.0097,0.0007,0.0097
mif_Latn,0.0097,0.0007,0.0097
nwi_Latn,0.0,0.0,0.0
myx_Latn,0.0194,0.0082,0.0194
cfm_Latn,0.3689,0.1329,0.3689
nwx_Deva,0.0194,0.006,0.0194
kus_Latn,0.0291,0.0097,0.0291
blh_Latn,0.0,0.0,0.0
sps_Latn,0.0,0.0,0.0
awi_Latn,0.0194,0.0045,0.0194
nan_Latn,0.0194,0.0052,0.0194
ksj_Latn,0.0097,0.0022,0.0097
ssd_Latn,0.0097,0.0007,0.0097
byx_Latn,0.0,0.0,0.0
tat_Cyrl,0.3883,0.127,0.3883
agw_Latn,0.1748,0.0605,0.1748
mlh_Latn,0.0097,0.0022,0.0097
qvo_Latn,0.3398,0.1299,0.3398
npo_Latn,0.0194,0.0015,0.0194
plt_Latn,0.4466,0.183,0.4466
ktb_Ethi,0.0,0.0,0.0
cak_Latn,0.0388,0.0127,0.0388
mal_Mlym,0.2427,0.0926,0.2427
fuv_Latn,0.0583,0.0254,0.0583
mhy_Latn,0.068,0.0306,0.068
rmn_Latn,0.2136,0.0844,0.2136
acf_Latn,0.1359,0.0605,0.1359
gom_Latn,0.2136,0.0747,0.2136
dru_Latn,0.0097,0.0007,0.0097
bwu_Latn,0.0097,0.0007,0.0097
urd_Deva,0.3107,0.1441,0.3107
wuv_Latn,0.0097,0.0075,0.0097
ppo_Latn,0.0,0.0,0.0
hch_Latn,0.0097,0.0007,0.0097
guo_Latn,0.0,0.0,0.0
njm_Latn,0.0,0.0,0.0
bar_Latn,0.165,0.0642,0.165
pua_Latn,0.0874,0.0299,0.0874
etu_Latn,0.0,0.0,0.0
bul_Cyrl,0.8835,0.528,0.8835
yom_Latn,0.2136,0.0717,0.2136
jae_Latn,0.0,0.0,0.0
prf_Latn,0.0583,0.0306,0.0583
kan_Knda,0.233,0.1016,0.233
mse_Latn,0.0291,0.0119,0.0291
dop_Latn,0.0,0.0,0.0
nhd_Latn,0.2233,0.0881,0.2233
sig_Latn,0.0097,0.0022,0.0097
bpr_Latn,0.0,0.0,0.0
gaa_Latn,0.3301,0.1158,0.3301
kor_Hang,0.466,0.1919,0.466
toi_Latn,0.3883,0.1643,0.3883
log_Latn,0.0,0.0,0.0
dur_Latn,0.0,0.0,0.0
tuk_Latn,0.5534,0.2203,0.5534
big_Latn,0.0,0.0,0.0
hns_Latn,0.0194,0.0045,0.0194
myy_Latn,0.0097,0.0015,0.0097
ibo_Latn,0.233,0.0941,0.233
abx_Latn,0.0194,0.0022,0.0194
mig_Latn,0.0,0.0,0.0
yaa_Latn,0.0,0.0,0.0
rmo_Latn,0.0097,0.0075,0.0097
vun_Latn,0.0097,0.0037,0.0097
mhx_Latn,0.0,0.0,0.0
isn_Latn,0.0194,0.0082,0.0194
laj_Latn,0.068,0.0202,0.068
apn_Latn,0.0,0.0,0.0
plu_Latn,0.0,0.0,0.0
kqc_Latn,0.0194,0.0067,0.0194
qvn_Latn,0.0485,0.0194,0.0485
mna_Latn,0.0,0.0,0.0
sas_Latn,0.0291,0.0097,0.0291
quy_Latn,0.4563,0.177,0.4563
sbd_Latn,0.0097,0.0007,0.0097
fil_Latn,0.5631,0.286,0.5631
hun_Latn,0.5437,0.2524,0.5437
cha_Latn,0.0097,0.0007,0.0097
cmo_Latn,0.0,0.0,0.0
gun_Latn,0.0291,0.009,0.0291
nob_Latn,0.9806,0.6871,0.9806
urt_Latn,0.0,0.0,0.0
kno_Latn,0.0,0.0,0.0
mas_Latn,0.0291,0.0075,0.0291
sna_Latn,0.5146,0.1949,0.5146
lzh_Hani,0.3398,0.1359,0.3398
mbd_Latn,0.0097,0.0007,0.0097
