code,Qwen/Qwen3-0.6B_max,Qwen/Qwen3-0.6B_mean,avg
nyn_Latn,0.0097,0.0017,0.0097
aoi_Latn,0.0,0.0,0.0
kkj_Latn,0.0,0.0,0.0
zav_Latn,0.0097,0.001,0.0097
guk_Ethi,0.0,0.0,0.0
mai_Deva,0.0097,0.0003,0.0097
kms_Latn,0.0097,0.0013,0.0097
bth_Latn,0.0194,0.0033,0.0194
gog_Latn,0.0097,0.0023,0.0097
bnj_Latn,0.0097,0.001,0.0097
ape_Latn,0.0097,0.0017,0.0097
cbv_Latn,0.0097,0.004,0.0097
ncl_Latn,0.0194,0.005,0.0194
ifu_Latn,0.0194,0.0027,0.0194
srq_Latn,0.0194,0.0013,0.0194
bkd_Latn,0.0097,0.001,0.0097
caa_Latn,0.0194,0.006,0.0194
poi_Latn,0.0194,0.01,0.0194
aeu_Latn,0.0,0.0,0.0
qve_Latn,0.0097,0.0007,0.0097
sah_Cyrl,0.0,0.0,0.0
ntu_Latn,0.0097,0.0007,0.0097
nwb_Latn,0.0,0.0,0.0
seh_Latn,0.0097,0.0023,0.0097
arl_Latn,0.0097,0.0007,0.0097
wmw_Latn,0.0097,0.002,0.0097
zlm_Latn,0.5631,0.162,0.5631
bim_Latn,0.0194,0.0033,0.0194
ojb_Cans,0.0097,0.0003,0.0097
luo_Latn,0.0194,0.008,0.0194
awb_Latn,0.0,0.0,0.0
far_Latn,0.0194,0.0057,0.0194
tel_Telu,0.0194,0.004,0.0194
cpa_Latn,0.0097,0.0003,0.0097
bzd_Latn,0.0097,0.005,0.0097
ptu_Latn,0.0194,0.0057,0.0194
zpv_Latn,0.0097,0.0017,0.0097
sim_Latn,0.0,0.0,0.0
lom_Latn,0.0097,0.0007,0.0097
toc_Latn,0.0,0.0,0.0
mva_Latn,0.0097,0.001,0.0097
war_Latn,0.0194,0.0127,0.0194
upv_Latn,0.0097,0.0007,0.0097
mpx_Latn,0.0097,0.0007,0.0097
usa_Latn,0.0097,0.0003,0.0097
hak_Latn,0.0097,0.001,0.0097
nnw_Latn,0.0097,0.0003,0.0097
gde_Latn,0.0097,0.0037,0.0097
sot_Latn,0.0194,0.0057,0.0194
mcq_Latn,0.0097,0.0003,0.0097
epo_Latn,0.0388,0.0157,0.0388
lit_Latn,0.0485,0.0194,0.0485
mdy_Ethi,0.0,0.0,0.0
kir_Cyrl,0.0,0.0,0.0
kne_Latn,0.0194,0.0087,0.0194
kmr_Latn,0.0097,0.0007,0.0097
gud_Latn,0.0,0.0,0.0
pcm_Latn,0.068,0.0291,0.068
cme_Latn,0.0097,0.0013,0.0097
ayo_Latn,0.0,0.0,0.0
gvs_Latn,0.0097,0.0003,0.0097
zaw_Latn,0.0194,0.011,0.0194
mti_Latn,0.0097,0.0003,0.0097
niq_Latn,0.0097,0.0023,0.0097
chk_Latn,0.0194,0.004,0.0194
nyo_Latn,0.0097,0.0037,0.0097
mnk_Latn,0.0097,0.0003,0.0097
twi_Latn,0.0194,0.008,0.0194
gya_Latn,0.0097,0.0057,0.0097
poh_Latn,0.0097,0.0077,0.0097
srp_Latn,0.2816,0.08,0.2816
tby_Latn,0.0097,0.0007,0.0097
ctp_Latn,0.0194,0.002,0.0194
gof_Latn,0.0097,0.0003,0.0097
hin_Deva,0.0485,0.0074,0.0485
pes_Arab,0.1165,0.0278,0.1165
isd_Latn,0.0097,0.0017,0.0097
suk_Latn,0.0097,0.0007,0.0097
kue_Latn,0.0,0.0,0.0
ons_Latn,0.0,0.0,0.0
suz_Deva,0.0097,0.0003,0.0097
gnd_Latn,0.0097,0.0007,0.0097
due_Latn,0.0097,0.0037,0.0097
tab_Cyrl,0.0,0.0,0.0
csk_Latn,0.0097,0.0007,0.0097
fao_Latn,0.0485,0.0064,0.0485
tvk_Latn,0.0,0.0,0.0
bcl_Latn,0.0388,0.0074,0.0388
meu_Latn,0.0194,0.007,0.0194
otq_Latn,0.0097,0.0003,0.0097
buk_Latn,0.0,0.0,0.0
kog_Latn,0.0097,0.0003,0.0097
ese_Latn,0.0097,0.001,0.0097
ayr_Latn,0.0097,0.0013,0.0097
nou_Latn,0.0097,0.0013,0.0097
gvn_Latn,0.0097,0.0027,0.0097
aze_Latn,0.0291,0.0087,0.0291
gag_Cyrl,0.0097,0.0007,0.0097
izr_Latn,0.0097,0.0003,0.0097
mbs_Latn,0.0097,0.0003,0.0097
btt_Latn,0.0097,0.0007,0.0097
kmo_Latn,0.0,0.0,0.0
mad_Latn,0.0291,0.0047,0.0291
tna_Latn,0.0194,0.005,0.0194
hvn_Latn,0.0194,0.0057,0.0194
kha_Latn,0.0097,0.0007,0.0097
mwc_Latn,0.0194,0.0037,0.0194
zaj_Latn,0.0097,0.0013,0.0097
ojb_Latn,0.0097,0.003,0.0097
srm_Latn,0.0097,0.001,0.0097
ttc_Latn,0.0097,0.001,0.0097
sbs_Latn,0.0194,0.0027,0.0194
npy_Latn,0.0097,0.0037,0.0097
nsn_Latn,0.0194,0.0027,0.0194
crt_Latn,0.0097,0.0013,0.0097
urd_Arab,0.0388,0.0027,0.0388
apy_Latn,0.0,0.0,0.0
eko_Latn,0.0097,0.0007,0.0097
wob_Latn,0.0,0.0,0.0
mxq_Latn,0.0097,0.001,0.0097
kpj_Latn,0.0097,0.0013,0.0097
lus_Latn,0.0097,0.002,0.0097
hmr_Latn,0.0097,0.0007,0.0097
lem_Latn,0.0,0.0,0.0
kez_Latn,0.0194,0.0013,0.0194
miq_Latn,0.0194,0.005,0.0194
kaz_Cyrl,0.0194,0.0033,0.0194
shn_Mymr,0.0,0.0,0.0
tcz_Latn,0.0097,0.0064,0.0097
kud_Latn,0.0097,0.002,0.0097
ian_Latn,0.0,0.0,0.0
arp_Latn,0.0097,0.005,0.0097
tzo_Latn,0.0097,0.002,0.0097
tif_Latn,0.0,0.0,0.0
ake_Latn,0.0,0.0,0.0
met_Latn,0.0097,0.0023,0.0097
bss_Latn,0.0097,0.0033,0.0097
loq_Latn,0.0097,0.0007,0.0097
gaw_Latn,0.0097,0.0007,0.0097
tlh_Latn,0.0874,0.0184,0.0874
nhr_Latn,0.0,0.0,0.0
bbr_Latn,0.0097,0.0023,0.0097
nim_Latn,0.0097,0.0064,0.0097
njz_Latn,0.0097,0.0003,0.0097
nys_Latn,0.0194,0.0023,0.0194
aim_Latn,0.0097,0.0003,0.0097
ajz_Latn,0.0097,0.0054,0.0097
snw_Latn,0.0097,0.0067,0.0097
urb_Latn,0.0097,0.0007,0.0097
not_Latn,0.0,0.0,0.0
nlc_Latn,0.0097,0.0023,0.0097
gux_Latn,0.0097,0.0007,0.0097
mxp_Latn,0.0,0.0,0.0
aso_Latn,0.0097,0.0003,0.0097
tar_Latn,0.0097,0.0003,0.0097
kde_Latn,0.0097,0.0023,0.0097
lbk_Latn,0.0194,0.008,0.0194
rmy_Latn,0.0194,0.0094,0.0194
ivv_Latn,0.0194,0.0044,0.0194
nso_Latn,0.0194,0.007,0.0194
twu_Latn,0.0097,0.0017,0.0097
npi_Deva,0.0097,0.0007,0.0097
dgr_Latn,0.0,0.0,0.0
cbk_Latn,0.1845,0.0593,0.1845
mcn_Latn,0.0097,0.0037,0.0097
ots_Latn,0.0097,0.0064,0.0097
mpg_Latn,0.0194,0.0027,0.0194
rup_Latn,0.0194,0.0064,0.0194
cle_Latn,0.0097,0.0023,0.0097
cor_Latn,0.0194,0.0097,0.0194
che_Cyrl,0.0,0.0,0.0
hat_Latn,0.0194,0.0044,0.0194
nnh_Latn,0.0194,0.0007,0.0194
djk_Latn,0.0097,0.002,0.0097
pdt_Latn,0.0194,0.0087,0.0194
zpi_Latn,0.0097,0.0017,0.0097
bsp_Latn,0.0097,0.0003,0.0097
zyb_Latn,0.0,0.0,0.0
dug_Latn,0.0194,0.002,0.0194
tsg_Latn,0.0194,0.0047,0.0194
tha_Thai,0.2816,0.0492,0.2816
lsi_Latn,0.0,0.0,0.0
ngc_Latn,0.0194,0.0013,0.0194
tpp_Latn,0.0097,0.0013,0.0097
tam_Taml,0.0097,0.0007,0.0097
tbf_Latn,0.0097,0.004,0.0097
acr_Latn,0.0194,0.0013,0.0194
taq_Latn,0.0097,0.0003,0.0097
dah_Latn,0.0097,0.0003,0.0097
kat_Geor,0.0097,0.0003,0.0097
fub_Latn,0.0291,0.0037,0.0291
ifk_Latn,0.0194,0.0107,0.0194
qul_Latn,0.0097,0.0003,0.0097
nin_Latn,0.0097,0.0013,0.0097
azg_Latn,0.0097,0.0084,0.0097
gvl_Latn,0.0097,0.0007,0.0097
ura_Latn,0.0,0.0,0.0
bdh_Latn,0.0097,0.0003,0.0097
maf_Latn,0.0097,0.0027,0.0097
hak_Hani,0.2233,0.0797,0.2233
kmm_Latn,0.0097,0.001,0.0097
tlj_Latn,0.0097,0.002,0.0097
ell_Grek,0.0874,0.011,0.0874
kyc_Latn,0.0097,0.0003,0.0097
zca_Latn,0.0097,0.001,0.0097
muh_Latn,0.0,0.0,0.0
nog_Cyrl,0.0097,0.0007,0.0097
hau_Latn,0.0097,0.0003,0.0097
cmo_Khmr,0.0,0.0,0.0
mco_Latn,0.0097,0.0007,0.0097
gng_Latn,0.0097,0.0013,0.0097
boj_Latn,0.0097,0.0013,0.0097
bis_Latn,0.0194,0.0037,0.0194
nbl_Latn,0.0097,0.0017,0.0097
fal_Latn,0.0194,0.0017,0.0194
jid_Latn,0.0097,0.0027,0.0097
sco_Latn,0.0583,0.0291,0.0583
qvz_Latn,0.0194,0.005,0.0194
sag_Latn,0.0194,0.005,0.0194
rkb_Latn,0.0,0.0,0.0
nsm_Latn,0.0097,0.0017,0.0097
bhl_Latn,0.0,0.0,0.0
yuz_Latn,0.0097,0.0023,0.0097
cbi_Latn,0.0,0.0,0.0
enb_Latn,0.0097,0.0007,0.0097
srn_Latn,0.0194,0.0117,0.0194
apz_Latn,0.0,0.0,0.0
pio_Latn,0.0097,0.0003,0.0097
kqy_Ethi,0.0,0.0,0.0
bmb_Latn,0.0194,0.003,0.0194
mhl_Latn,0.0097,0.0003,0.0097
kgp_Latn,0.0097,0.0003,0.0097
tbg_Latn,0.0,0.0,0.0
rnl_Latn,0.0097,0.0027,0.0097
zty_Latn,0.0097,0.0003,0.0097
lhu_Latn,0.0,0.0,0.0
guz_Latn,0.0097,0.0047,0.0097
mqy_Latn,0.0097,0.0017,0.0097
cnl_Latn,0.0097,0.002,0.0097
zai_Latn,0.0194,0.008,0.0194
sgw_Ethi,0.0097,0.0003,0.0097
kan_Latn,0.0,0.0,0.0
uzb_Cyrl,0.0,0.0,0.0
sri_Latn,0.0194,0.001,0.0194
kqp_Latn,0.0097,0.0017,0.0097
nct_Latn,0.0194,0.001,0.0194
hif_Latn,0.0097,0.0027,0.0097
stp_Latn,0.0097,0.002,0.0097
dan_Latn,0.466,0.1359,0.466
swg_Latn,0.0583,0.0114,0.0583
taw_Latn,0.0097,0.0007,0.0097
ckb_Arab,0.0388,0.008,0.0388
ffm_Latn,0.0097,0.0007,0.0097
nus_Latn,0.0097,0.0003,0.0097
kmk_Latn,0.0291,0.0033,0.0291
sme_Latn,0.0097,0.001,0.0097
mri_Latn,0.0097,0.0003,0.0097
mtp_Latn,0.0097,0.0003,0.0097
chr_Latn,0.0097,0.0064,0.0097
shk_Latn,0.0097,0.0003,0.0097
meq_Latn,0.0097,0.0007,0.0097
ann_Latn,0.0194,0.002,0.0194
zpo_Latn,0.0097,0.002,0.0097
kiz_Latn,0.0194,0.0017,0.0194
bch_Latn,0.0194,0.0054,0.0194
nhw_Latn,0.0097,0.0003,0.0097
beq_Latn,0.0194,0.003,0.0194
ikw_Latn,0.0,0.0,0.0
xrb_Latn,0.0097,0.0017,0.0097
cot_Latn,0.0,0.0,0.0
ckt_Cyrl,0.0097,0.001,0.0097
tzj_Latn,0.0097,0.0027,0.0097
som_Latn,0.0097,0.001,0.0097
mjc_Latn,0.0194,0.0077,0.0194
mit_Latn,0.0194,0.0023,0.0194
blz_Latn,0.0194,0.008,0.0194
kua_Latn,0.0194,0.0017,0.0194
bom_Latn,0.0097,0.0013,0.0097
var_Latn,0.0,0.0,0.0
spa_Latn,0.5049,0.1918,0.5049
crm_Cans,0.0097,0.0007,0.0097
rim_Latn,0.0097,0.0037,0.0097
jic_Latn,0.0097,0.0027,0.0097
gkn_Latn,0.0097,0.0003,0.0097
leh_Latn,0.0097,0.0013,0.0097
cso_Latn,0.0097,0.0007,0.0097
tav_Latn,0.0097,0.0013,0.0097
acu_Latn,0.0097,0.0017,0.0097
cth_Latn,0.0097,0.004,0.0097
stq_Latn,0.0194,0.0027,0.0194
hig_Latn,0.0194,0.0017,0.0194
mxt_Latn,0.0194,0.0084,0.0194
cax_Latn,0.0291,0.0084,0.0291
yrk_Cyrl,0.0097,0.002,0.0097
ncu_Latn,0.0097,0.0003,0.0097
plg_Latn,0.0194,0.0023,0.0194
tgo_Latn,0.0097,0.001,0.0097
crq_Latn,0.0097,0.0013,0.0097
kao_Latn,0.0097,0.0044,0.0097
jav_Latn,0.0291,0.0054,0.0291
shj_Latn,0.0097,0.001,0.0097
nii_Latn,0.0,0.0,0.0
zao_Latn,0.0097,0.0027,0.0097
nop_Latn,0.0097,0.0013,0.0097
dks_Latn,0.0097,0.002,0.0097
nlg_Latn,0.0194,0.0027,0.0194
maa_Latn,0.0291,0.0084,0.0291
nno_Latn,0.1748,0.0445,0.1748
jvn_Latn,0.0291,0.0047,0.0291
aii_Syrc,0.0,0.0,0.0
bci_Latn,0.0097,0.003,0.0097
imo_Latn,0.0097,0.0007,0.0097
dob_Latn,0.0097,0.0033,0.0097
waj_Latn,0.0097,0.0003,0.0097
agd_Latn,0.0097,0.0003,0.0097
prs_Arab,0.1165,0.0278,0.1165
ssw_Latn,0.0291,0.008,0.0291
pmx_Latn,0.0097,0.004,0.0097
biu_Latn,0.0097,0.0003,0.0097
sun_Latn,0.0388,0.0154,0.0388
nds_Latn,0.0485,0.009,0.0485
myk_Latn,0.0,0.0,0.0
mwe_Latn,0.0097,0.0007,0.0097
wca_Latn,0.0,0.0,0.0
vid_Latn,0.0097,0.0017,0.0097
nij_Latn,0.0194,0.0084,0.0194
ald_Latn,0.0,0.0,0.0
shi_Latn,0.0097,0.0007,0.0097
snp_Latn,0.0097,0.0017,0.0097
nld_Latn,0.5825,0.1697,0.5825
bnp_Latn,0.0291,0.0064,0.0291
swe_Latn,0.4563,0.1269,0.4563
tuk_Cyrl,0.0194,0.002,0.0194
fuf_Latn,0.0097,0.0013,0.0097
mhi_Latn,0.0194,0.006,0.0194
oym_Latn,0.0,0.0,0.0
kal_Latn,0.0097,0.0037,0.0097
sab_Latn,0.0097,0.0007,0.0097
tgl_Latn,0.0485,0.0184,0.0485
gid_Latn,0.0097,0.0013,0.0097
quh_Latn,0.0291,0.0067,0.0291
tte_Latn,0.0,0.0,0.0
emp_Latn,0.0194,0.0017,0.0194
eng_Latn,1.0,1.0,1.0
biv_Latn,0.0097,0.0013,0.0097
vap_Latn,0.0097,0.0003,0.0097
fai_Latn,0.0097,0.0003,0.0097
ted_Latn,0.0097,0.001,0.0097
agg_Latn,0.0097,0.001,0.0097
iqw_Latn,0.0097,0.002,0.0097
cut_Latn,0.0097,0.0013,0.0097
gnb_Latn,0.0097,0.0017,0.0097
yap_Latn,0.0097,0.0033,0.0097
ses_Latn,0.0097,0.0017,0.0097
ndp_Latn,0.0097,0.0003,0.0097
pkb_Latn,0.0194,0.0013,0.0194
lsm_Latn,0.0097,0.0017,0.0097
tpt_Latn,0.0194,0.0067,0.0194
tzh_Latn,0.0194,0.006,0.0194
pbi_Latn,0.0194,0.0013,0.0194
bfd_Latn,0.0194,0.002,0.0194
nnl_Latn,0.0097,0.001,0.0097
akb_Latn,0.0097,0.0033,0.0097
qxr_Latn,0.0097,0.0007,0.0097
bum_Latn,0.0097,0.0033,0.0097
klv_Latn,0.0097,0.0013,0.0097
zpm_Latn,0.0194,0.0013,0.0194
kix_Latn,0.0194,0.0013,0.0194
sja_Latn,0.0097,0.005,0.0097
kyf_Latn,0.0,0.0,0.0
nhu_Latn,0.0097,0.001,0.0097
mar_Deva,0.0097,0.0027,0.0097
bgz_Latn,0.0097,0.0007,0.0097
azb_Latn,0.0194,0.009,0.0194
cnh_Latn,0.0097,0.0064,0.0097
urd_Latn,0.0097,0.002,0.0097
mbt_Latn,0.0097,0.0013,0.0097
bts_Latn,0.0291,0.011,0.0291
nyu_Latn,0.0194,0.009,0.0194
zam_Latn,0.0,0.0,0.0
chq_Latn,0.0097,0.003,0.0097
vie_Latn,0.4757,0.1727,0.4757
kqs_Latn,0.0097,0.0003,0.0097
por_Latn,0.6893,0.2826,0.6893
crs_Latn,0.0291,0.0037,0.0291
kru_Deva,0.0,0.0,0.0
tbc_Latn,0.0,0.0,0.0
sgz_Latn,0.0097,0.0007,0.0097
kdc_Latn,0.0097,0.0013,0.0097
mxv_Latn,0.0097,0.0003,0.0097
kwj_Latn,0.0097,0.0003,0.0097
cgc_Latn,0.0194,0.0027,0.0194
cek_Latn,0.0,0.0,0.0
bon_Latn,0.0,0.0,0.0
kub_Latn,0.0,0.0,0.0
yaq_Latn,0.0,0.0,0.0
tee_Latn,0.0097,0.0033,0.0097
fra_Latn,0.7767,0.3331,0.7767
kyg_Latn,0.0,0.0,0.0
mfe_Latn,0.0291,0.008,0.0291
zpl_Latn,0.0194,0.011,0.0194
anm_Latn,0.0097,0.0007,0.0097
alt_Cyrl,0.0097,0.0013,0.0097
lin_Latn,0.0097,0.003,0.0097
mck_Latn,0.0194,0.0033,0.0194
nmz_Latn,0.0194,0.0027,0.0194
mam_Latn,0.0097,0.0003,0.0097
gup_Latn,0.0097,0.0027,0.0097
bgt_Latn,0.0097,0.0033,0.0097
zac_Latn,0.0194,0.0057,0.0194
bam_Latn,0.0097,0.003,0.0097
yle_Latn,0.0,0.0,0.0
yor_Latn,0.0097,0.001,0.0097
kac_Latn,0.0097,0.001,0.0097
tdt_Latn,0.0194,0.008,0.0194
lgm_Latn,0.0194,0.005,0.0194
qug_Latn,0.0097,0.0037,0.0097
dts_Latn,0.0,0.0,0.0
dgz_Latn,0.0,0.0,0.0
myv_Cyrl,0.0097,0.0003,0.0097
cbc_Latn,0.0,0.0,0.0
cat_Latn,0.4854,0.1466,0.4854
krj_Latn,0.0583,0.0094,0.0583
bkq_Latn,0.0194,0.0054,0.0194
kwd_Latn,0.0194,0.0013,0.0194
ven_Latn,0.0097,0.0057,0.0097
asg_Latn,0.0,0.0,0.0
bmh_Latn,0.0097,0.001,0.0097
rmq_Latn,0.0583,0.0208,0.0583
ctd_Latn,0.0194,0.0013,0.0194
gle_Latn,0.0097,0.0007,0.0097
lat_Latn,0.301,0.0857,0.301
gor_Latn,0.0194,0.003,0.0194
miy_Latn,0.0097,0.0003,0.0097
blw_Latn,0.0194,0.0033,0.0194
ziw_Latn,0.0,0.0,0.0
dar_Cyrl,0.0097,0.0007,0.0097
ata_Latn,0.0097,0.0003,0.0097
naq_Latn,0.0,0.0,0.0
ghe_Deva,0.0,0.0,0.0
lee_Latn,0.0097,0.0037,0.0097
cpu_Latn,0.0194,0.0023,0.0194
itv_Latn,0.0194,0.0064,0.0194
kxm_Thai,0.0097,0.002,0.0097
kck_Latn,0.0097,0.0027,0.0097
hto_Latn,0.0097,0.001,0.0097
kiw_Latn,0.0097,0.0003,0.0097
mfk_Latn,0.0097,0.0017,0.0097
wro_Latn,0.0194,0.0033,0.0194
nxd_Latn,0.0097,0.0007,0.0097
hrv_Latn,0.165,0.0408,0.165
dyi_Latn,0.0,0.0,0.0
wwa_Latn,0.0097,0.0007,0.0097
zul_Latn,0.0194,0.005,0.0194
cmn_Hani,0.6214,0.3047,0.6214
nzm_Latn,0.0194,0.0033,0.0194
alj_Latn,0.0097,0.0017,0.0097
lmp_Latn,0.0,0.0,0.0
bre_Latn,0.0194,0.0023,0.0194
kxw_Latn,0.0097,0.0027,0.0097
zab_Latn,0.0194,0.0094,0.0194
bel_Cyrl,0.0971,0.0208,0.0971
guq_Latn,0.0194,0.006,0.0194
gvf_Latn,0.0097,0.0023,0.0097
mal_Latn,0.0,0.0,0.0
kmg_Latn,0.0097,0.0003,0.0097
ubu_Latn,0.0,0.0,0.0
izz_Latn,0.0097,0.0003,0.0097
tbl_Latn,0.0097,0.0003,0.0097
nep_Deva,0.0,0.0,0.0
kdl_Latn,0.0097,0.0017,0.0097
jni_Latn,0.0097,0.002,0.0097
agx_Cyrl,0.0097,0.0013,0.0097
swk_Latn,0.0097,0.0027,0.0097
fuh_Latn,0.0097,0.0003,0.0097
taj_Deva,0.0,0.0,0.0
bhg_Latn,0.0097,0.002,0.0097
ifa_Latn,0.0194,0.004,0.0194
uig_Cyrl,0.0097,0.0003,0.0097
kab_Latn,0.0097,0.006,0.0097
quf_Latn,0.0097,0.0017,0.0097
lgl_Latn,0.0097,0.0037,0.0097
moa_Latn,0.0097,0.0003,0.0097
ria_Latn,0.0097,0.003,0.0097
des_Latn,0.0097,0.0037,0.0097
boa_Latn,0.0097,0.0003,0.0097
wnu_Latn,0.0097,0.0007,0.0097
suc_Latn,0.0194,0.003,0.0194
tpz_Latn,0.0097,0.0007,0.0097
tcs_Latn,0.0388,0.002,0.0388
kbd_Cyrl,0.0097,0.0003,0.0097
lia_Latn,0.0,0.0,0.0
slv_Latn,0.1165,0.0365,0.1165
mcd_Latn,0.0194,0.0017,0.0194
mpm_Latn,0.0194,0.007,0.0194
nnb_Latn,0.0097,0.001,0.0097
pap_Latn,0.0291,0.0117,0.0291
cjv_Latn,0.0097,0.0003,0.0097
wbp_Latn,0.0,0.0,0.0
zpc_Latn,0.0291,0.0054,0.0291
gbi_Latn,0.0097,0.0017,0.0097
amu_Latn,0.0194,0.0037,0.0194
apr_Latn,0.0194,0.0013,0.0194
swh_Latn,0.0097,0.0013,0.0097
daa_Latn,0.0097,0.0013,0.0097
kwf_Latn,0.0194,0.0057,0.0194
trq_Latn,0.0097,0.007,0.0097
neb_Latn,0.0,0.0,0.0
lav_Latn,0.068,0.0097,0.068
sda_Latn,0.0194,0.003,0.0194
mks_Latn,0.0097,0.0037,0.0097
tbo_Latn,0.0097,0.0007,0.0097
kaa_Latn,0.0097,0.0017,0.0097
nse_Latn,0.0194,0.002,0.0194
cav_Latn,0.0097,0.0057,0.0097
hop_Latn,0.0097,0.002,0.0097
oji_Latn,0.0291,0.0044,0.0291
ifb_Latn,0.0194,0.003,0.0194
zaa_Latn,0.0291,0.0097,0.0291
bzi_Thai,0.0,0.0,0.0
bao_Latn,0.0097,0.004,0.0097
mda_Latn,0.0097,0.0003,0.0097
nyy_Latn,0.0097,0.0037,0.0097
ztq_Latn,0.0097,0.0003,0.0097
pse_Latn,0.0485,0.0134,0.0485
ksw_Mymr,0.0,0.0,0.0
gur_Latn,0.0194,0.0023,0.0194
ike_Cans,0.0,0.0,0.0
xpe_Latn,0.0097,0.0007,0.0097
msy_Latn,0.0097,0.0023,0.0097
reg_Latn,0.0097,0.0047,0.0097
sin_Sinh,0.0,0.0,0.0
yka_Latn,0.0194,0.0033,0.0194
kjb_Latn,0.0291,0.008,0.0291
tlb_Latn,0.0097,0.0013,0.0097
mfi_Latn,0.0,0.0,0.0
nhx_Latn,0.0097,0.003,0.0097
nko_Latn,0.0,0.0,0.0
nas_Latn,0.0097,0.0003,0.0097
fad_Latn,0.0,0.0,0.0
xho_Latn,0.0194,0.004,0.0194
ceg_Latn,0.0097,0.0003,0.0097
tsn_Latn,0.0194,0.0017,0.0194
kri_Latn,0.0194,0.0047,0.0194
dtp_Latn,0.0097,0.0007,0.0097
qvs_Latn,0.0194,0.002,0.0194
trp_Latn,0.0097,0.0003,0.0097
mrg_Latn,0.0097,0.0003,0.0097
uri_Latn,0.0,0.0,0.0
pps_Latn,0.0194,0.001,0.0194
smk_Latn,0.0194,0.0013,0.0194
tke_Latn,0.0,0.0,0.0
tnk_Latn,0.0097,0.0023,0.0097
mgw_Latn,0.0097,0.001,0.0097
khk_Latn,0.0097,0.0003,0.0097
bqp_Latn,0.0097,0.0003,0.0097
hus_Latn,0.0097,0.0017,0.0097
nif_Latn,0.0097,0.0003,0.0097
ban_Latn,0.0194,0.0033,0.0194
nhy_Latn,0.0194,0.0094,0.0194
mua_Latn,0.0194,0.0054,0.0194
loz_Latn,0.0194,0.0077,0.0194
mfh_Latn,0.0097,0.0027,0.0097
tim_Latn,0.0097,0.0007,0.0097
xbr_Latn,0.0,0.0,0.0
mcf_Latn,0.0097,0.0003,0.0097
ben_Beng,0.0485,0.0047,0.0485
gdr_Latn,0.0097,0.0017,0.0097
vmy_Latn,0.0291,0.005,0.0291
tso_Latn,0.0194,0.005,0.0194
zom_Latn,0.0097,0.0023,0.0097
gnn_Latn,0.0,0.0,0.0
cux_Latn,0.0097,0.0003,0.0097
miz_Latn,0.0097,0.0054,0.0097
mlt_Latn,0.0194,0.004,0.0194
heb_Hebr,0.1262,0.0234,0.1262
lef_Latn,0.0097,0.005,0.0097
moc_Latn,0.0097,0.005,0.0097
ssx_Latn,0.0097,0.001,0.0097
hnn_Latn,0.0097,0.001,0.0097
nbe_Latn,0.0097,0.0033,0.0097
atb_Latn,0.0097,0.0033,0.0097
nki_Latn,0.0097,0.0037,0.0097
tos_Latn,0.0,0.0,0.0
lid_Latn,0.0097,0.0033,0.0097
mca_Latn,0.0097,0.0013,0.0097
dis_Latn,0.0194,0.0037,0.0194
bfo_Latn,0.0097,0.0017,0.0097
pbb_Latn,0.0097,0.001,0.0097
nng_Latn,0.0097,0.0007,0.0097
bex_Latn,0.0097,0.0007,0.0097
crh_Cyrl,0.0,0.0,0.0
irk_Latn,0.0097,0.0013,0.0097
aau_Latn,0.0097,0.0044,0.0097
teo_Latn,0.0194,0.0107,0.0194
mkd_Cyrl,0.2427,0.0529,0.2427
kpf_Latn,0.0097,0.0037,0.0097
yut_Latn,0.0,0.0,0.0
hla_Latn,0.0194,0.0047,0.0194
wiv_Latn,0.0194,0.004,0.0194
bku_Latn,0.0097,0.002,0.0097
cap_Latn,0.0194,0.004,0.0194
lww_Latn,0.0097,0.0003,0.0097
enl_Latn,0.0097,0.0017,0.0097
quc_Latn,0.0097,0.0003,0.0097
ium_Latn,0.0097,0.0017,0.0097
kbp_Latn,0.0,0.0,0.0
gla_Latn,0.0097,0.0054,0.0097
vut_Latn,0.0097,0.0003,0.0097
kdi_Latn,0.0097,0.001,0.0097
apt_Latn,0.0097,0.0023,0.0097
gvc_Latn,0.0194,0.002,0.0194
gej_Latn,0.0097,0.007,0.0097
aia_Latn,0.0097,0.0017,0.0097
sml_Latn,0.0194,0.002,0.0194
syc_Syrc,0.0,0.0,0.0
nia_Latn,0.0097,0.0013,0.0097
pbc_Latn,0.0097,0.004,0.0097
usp_Latn,0.0097,0.0054,0.0097
dje_Latn,0.0097,0.006,0.0097
akh_Latn,0.0,0.0,0.0
esi_Latn,0.0097,0.0067,0.0097
bug_Latn,0.0097,0.001,0.0097
tik_Latn,0.0097,0.001,0.0097
kje_Latn,0.0194,0.0064,0.0194
arz_Arab,0.0777,0.008,0.0777
syb_Latn,0.0291,0.007,0.0291
mvp_Latn,0.0194,0.0064,0.0194
mug_Latn,0.0194,0.0027,0.0194
kpg_Latn,0.0194,0.0033,0.0194
ojs_Cans,0.0,0.0,0.0
atd_Latn,0.0194,0.001,0.0194
nbc_Latn,0.0097,0.0013,0.0097
bjk_Latn,0.0097,0.0033,0.0097
ksp_Latn,0.0097,0.0017,0.0097
mhr_Cyrl,0.0097,0.001,0.0097
agm_Latn,0.0,0.0,0.0
kew_Latn,0.0,0.0,0.0
sey_Latn,0.0097,0.004,0.0097
myb_Latn,0.0097,0.0013,0.0097
ndz_Latn,0.0097,0.001,0.0097
