code,Qwen/Qwen3-4B_max,Qwen/Qwen3-4B_mean,avg
tbf_Latn,0.0194,0.0031,0.0194
taq_Latn,0.0097,0.0016,0.0097
qul_Latn,0.0194,0.0037,0.0194
ifk_Latn,0.0194,0.0081,0.0194
nin_Latn,0.0097,0.0005,0.0097
maf_Latn,0.0097,0.0018,0.0097
hak_Hani,0.3689,0.1504,0.3689
kmm_Latn,0.0291,0.0018,0.0291
azg_Latn,0.0097,0.005,0.0097
gvl_Latn,0.0097,0.0008,0.0097
ura_Latn,0.0,0.0,0.0
bdh_Latn,0.0,0.0,0.0
mpg_Latn,0.0097,0.0026,0.0097
cle_Latn,0.0097,0.0003,0.0097
rup_Latn,0.0388,0.0152,0.0388
nnh_Latn,0.0,0.0,0.0
che_Cyrl,0.0097,0.0003,0.0097
hat_Latn,0.0388,0.0097,0.0388
cor_Latn,0.0291,0.01,0.0291
djk_Latn,0.0097,0.0013,0.0097
ots_Latn,0.0097,0.0029,0.0097
mcn_Latn,0.0291,0.0031,0.0291
zpi_Latn,0.0194,0.0045,0.0194
bsp_Latn,0.0,0.0,0.0
pdt_Latn,0.0485,0.021,0.0485
zyb_Latn,0.0097,0.0003,0.0097
dug_Latn,0.0194,0.0047,0.0194
tam_Taml,0.0485,0.0105,0.0485
lsi_Latn,0.0,0.0,0.0
tha_Thai,0.233,0.0661,0.233
tsg_Latn,0.0097,0.0013,0.0097
tpp_Latn,0.0097,0.005,0.0097
ngc_Latn,0.0194,0.0026,0.0194
nys_Latn,0.0097,0.0029,0.0097
bbr_Latn,0.0097,0.0037,0.0097
nim_Latn,0.0,0.0,0.0
njz_Latn,0.0,0.0,0.0
urb_Latn,0.0097,0.0003,0.0097
not_Latn,0.0,0.0,0.0
nlc_Latn,0.0097,0.0026,0.0097
gux_Latn,0.0097,0.001,0.0097
aim_Latn,0.0097,0.0016,0.0097
ajz_Latn,0.0097,0.0018,0.0097
snw_Latn,0.0097,0.0045,0.0097
tar_Latn,0.0097,0.0003,0.0097
kde_Latn,0.0097,0.001,0.0097
lbk_Latn,0.0291,0.0123,0.0291
rmy_Latn,0.0291,0.016,0.0291
mxp_Latn,0.0097,0.0003,0.0097
aso_Latn,0.0,0.0,0.0
npi_Deva,0.0485,0.0134,0.0485
twu_Latn,0.0194,0.0031,0.0194
dgr_Latn,0.0,0.0,0.0
cbk_Latn,0.1359,0.0604,0.1359
ivv_Latn,0.0291,0.0076,0.0291
nso_Latn,0.0097,0.0052,0.0097
lem_Latn,0.0,0.0,0.0
kpj_Latn,0.0097,0.0003,0.0097
hmr_Latn,0.0097,0.0013,0.0097
lus_Latn,0.0097,0.0026,0.0097
kud_Latn,0.0097,0.0045,0.0097
ian_Latn,0.0097,0.0005,0.0097
arp_Latn,0.0097,0.0052,0.0097
kez_Latn,0.0097,0.0005,0.0097
shn_Mymr,0.0,0.0,0.0
kaz_Cyrl,0.0388,0.01,0.0388
miq_Latn,0.0097,0.0024,0.0097
tcz_Latn,0.0194,0.0045,0.0194
tif_Latn,0.0,0.0,0.0
ake_Latn,0.0,0.0,0.0
tzo_Latn,0.0097,0.005,0.0097
nhr_Latn,0.0,0.0,0.0
bss_Latn,0.0097,0.0013,0.0097
met_Latn,0.0097,0.0016,0.0097
gaw_Latn,0.0194,0.0029,0.0194
loq_Latn,0.0097,0.0013,0.0097
tlh_Latn,0.0874,0.0168,0.0874
gag_Cyrl,0.0194,0.0055,0.0194
btt_Latn,0.0,0.0,0.0
kmo_Latn,0.0,0.0,0.0
mbs_Latn,0.0097,0.0016,0.0097
izr_Latn,0.0097,0.0005,0.0097
mad_Latn,0.0194,0.0094,0.0194
nou_Latn,0.0097,0.0026,0.0097
gvn_Latn,0.0194,0.0013,0.0194
ayr_Latn,0.0097,0.0039,0.0097
aze_Latn,0.0874,0.0318,0.0874
mwc_Latn,0.0097,0.0037,0.0097
zaj_Latn,0.0194,0.0042,0.0194
hvn_Latn,0.0097,0.0031,0.0097
tna_Latn,0.0194,0.0047,0.0194
kha_Latn,0.0097,0.0026,0.0097
sbs_Latn,0.0194,0.0058,0.0194
npy_Latn,0.0097,0.0042,0.0097
urd_Arab,0.1359,0.0341,0.1359
crt_Latn,0.0097,0.0008,0.0097
nsn_Latn,0.0097,0.0026,0.0097
srm_Latn,0.0194,0.0031,0.0194
ojb_Latn,0.0097,0.0003,0.0097
ttc_Latn,0.0097,0.0016,0.0097
apy_Latn,0.0,0.0,0.0
eko_Latn,0.0097,0.0005,0.0097
mxq_Latn,0.0,0.0,0.0
wob_Latn,0.0,0.0,0.0
suz_Deva,0.0,0.0,0.0
gnd_Latn,0.0,0.0,0.0
kue_Latn,0.0,0.0,0.0
suk_Latn,0.0097,0.0037,0.0097
ons_Latn,0.0194,0.0021,0.0194
tvk_Latn,0.0097,0.0008,0.0097
due_Latn,0.0291,0.0079,0.0291
tab_Cyrl,0.0,0.0,0.0
csk_Latn,0.0194,0.0008,0.0194
fao_Latn,0.068,0.0234,0.068
meu_Latn,0.0194,0.0037,0.0194
bcl_Latn,0.0777,0.0262,0.0777
buk_Latn,0.0097,0.0003,0.0097
otq_Latn,0.0,0.0,0.0
kog_Latn,0.0,0.0,0.0
ese_Latn,0.0,0.0,0.0
